trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,first_image.started,first_image.stopped,secondimage.started,secondimage.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,9.675323625000601,9.839228415999969,9.839228415999969,9.998887749999994,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
1,0,1,0,9.998887749999994,10.157912291004322,10.157912291004322,10.315682083004504,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
2,0,2,0,10.315682083004504,10.47466866600007,10.47466866600007,10.631747250001354,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
3,0,3,0,10.631747250001354,10.790765500001726,10.790765500001726,10.949888583003485,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
4,0,4,0,10.949888583003485,11.106298915998195,11.106298915998195,11.266218791002757,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
5,0,5,0,11.266218791002757,11.423578624999209,11.423578624999209,11.582309666002402,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
6,0,6,0,11.582309666002402,11.739589208002144,11.739589208002144,11.898947583002155,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
7,0,7,0,11.898947583002155,12.057366000000911,12.057366000000911,12.225534165998397,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
8,0,8,0,12.225534165998397,12.390022166000563,12.390022166000563,12.550191791000543,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
9,0,9,0,12.550191791000543,12.707124375003332,12.707124375003332,12.86566316599783,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
10,0,10,0,12.86566316599783,13.023828000004869,13.023828000004869,13.182035040998016,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
11,0,11,0,13.182035040998016,13.340411458004382,13.340411458004382,13.498358625001856,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
12,0,12,0,13.498358625001856,13.656860666000284,13.656860666000284,13.815207583000301,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
13,0,13,0,13.815207583000301,13.973424415999034,13.973424415999034,14.132488957999158,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
14,0,14,0,14.132488957999158,14.290510791004635,14.290510791004635,14.466369041001599,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
15,0,15,0,14.466369041001599,14.623341874998005,14.623341874998005,14.78230099999928,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
16,0,16,0,14.78230099999928,14.940366250004445,14.940366250004445,15.098418749999837,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
17,0,17,0,15.098418749999837,15.256501415999082,15.256501415999082,15.415497583002434,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
18,0,18,0,15.415497583002434,15.573837875002937,15.573837875002937,15.731685165999806,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
19,0,19,0,15.731685165999806,15.890591540999594,15.890591540999594,16.0480666250005,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
20,0,20,0,16.0480666250005,16.20663387500099,16.20663387500099,16.36572087500099,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
21,0,21,0,16.36572087500099,16.522271791000094,16.522271791000094,16.681583916004456,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
22,0,22,0,16.681583916004456,16.840335541004606,16.840335541004606,17.008081790998403,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
23,0,23,0,17.008081790998403,17.174364750004315,17.174364750004315,17.332338457999867,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
24,0,24,0,17.332338457999867,17.491375208002864,17.491375208002864,17.649122125003487,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
25,0,25,0,17.649122125003487,17.80675437500031,17.80675437500031,17.965047541001695,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
26,0,26,0,17.965047541001695,18.123394375004864,18.123394375004864,18.281641749999835,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
27,0,27,0,18.281641749999835,18.44075850000081,18.44075850000081,18.599086750000424,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
28,0,28,0,18.599086750000424,18.756844832998468,18.756844832998468,18.91573687500204,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
29,0,29,0,18.91573687500204,19.07410725000227,19.07410725000227,19.231779458001256,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
30,0,30,0,19.231779458001256,19.390854041004786,19.390854041004786,19.549181082998984,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
31,0,31,0,19.549181082998984,19.706592415997875,19.706592415997875,19.865910250002344,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
32,0,32,0,19.865910250002344,20.021917208003288,20.021917208003288,20.182246415999543,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
33,0,33,0,20.182246415999543,20.340415541002585,20.340415541002585,20.4987995410047,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
34,0,34,0,20.4987995410047,20.657692541004508,20.657692541004508,20.824704541002575,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
35,0,35,0,20.824704541002575,20.982443916000193,20.982443916000193,21.142179540998768,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
36,0,36,0,21.142179540998768,21.30702900000324,21.30702900000324,21.465773083000386,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
37,0,37,0,21.465773083000386,21.62398883300193,21.62398883300193,21.782496500003617,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
38,0,38,0,21.782496500003617,21.940506332997757,21.940506332997757,22.108692458001315,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
39,0,39,0,22.108692458001315,22.273751375003485,22.273751375003485,22.432711624998774,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
40,0,40,0,22.432711624998774,22.59038479100127,22.59038479100127,22.74886891600181,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
41,0,41,0,22.74886891600181,22.90662979100307,22.90662979100307,23.065820583004097,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
42,0,42,0,23.065820583004097,23.223747666001145,23.223747666001145,23.381753333000233,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
43,0,43,0,23.381753333000233,23.53995329100144,23.53995329100144,23.698139207997883,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
44,0,44,0,23.698139207997883,23.85668441600137,23.85668441600137,24.01593225000397,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
45,0,45,0,24.01593225000397,24.17355841599783,24.17355841599783,24.332351541001117,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
46,0,46,0,24.332351541001117,24.490696207998553,24.490696207998553,24.64941683300276,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
47,0,47,0,24.64941683300276,24.807247124997957,24.807247124997957,24.965914665997843,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
48,0,48,0,24.965914665997843,25.123827415998676,25.123827415998676,25.28293241600477,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
49,0,49,0,25.28293241600477,25.440144375003,25.440144375003,25.599399750004523,976592,001,2023-03-19_07h56.01.537,veo,2022.2.4,None,
