trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,first_image.started,first_image.stopped,secondimage.started,secondimage.stopped,participant,session,date,expName,psychopyVersion,frameRate,
37,0,37,0,21.331679292001354,21.490092082996853,21.490092082996853,21.648563124996144,692325,001,2023-03-19_07h54.30.065,veo,2022.2.4,None,
38,0,38,0,21.648563124996144,21.806692624995776,21.806692624995776,21.965296957998362,692325,001,2023-03-19_07h54.30.065,veo,2022.2.4,None,
39,0,39,0,21.965296957998362,22.122962249995908,22.122962249995908,22.281840208001086,692325,001,2023-03-19_07h54.30.065,veo,2022.2.4,None,
40,0,40,0,22.281840208001086,22.44004670799768,22.44004670799768,22.59784029200091,692325,001,2023-03-19_07h54.30.065,veo,2022.2.4,None,
41,0,41,0,22.59784029200091,22.756868500000564,22.756868500000564,22.915470416999597,692325,001,2023-03-19_07h54.30.065,veo,2022.2.4,None,
42,0,42,0,22.915470416999597,23.07336899999791,23.07336899999791,23.231587166999816,692325,001,2023-03-19_07h54.30.065,veo,2022.2.4,None,
43,0,43,0,23.231587166999816,23.39006604199676,23.39006604199676,23.54771858300228,692325,001,2023-03-19_07h54.30.065,veo,2022.2.4,None,
44,0,44,0,23.54771858300228,23.70651129199541,23.70651129199541,23.865484207999543,692325,001,2023-03-19_07h54.30.065,veo,2022.2.4,None,
45,0,45,0,23.865484207999543,24.02369799999724,24.02369799999724,24.183310874999734,692325,001,2023-03-19_07h54.30.065,veo,2022.2.4,None,
46,0,46,0,24.183310874999734,24.339772708000964,24.339772708000964,24.498162083000352,692325,001,2023-03-19_07h54.30.065,veo,2022.2.4,None,
47,0,47,0,24.498162083000352,24.656699582999863,24.656699582999863,24.815724041996873,692325,001,2023-03-19_07h54.30.065,veo,2022.2.4,None,
48,0,48,0,24.815724041996873,24.973477999999886,24.973477999999886,25.140522417001193,692325,001,2023-03-19_07h54.30.065,veo,2022.2.4,None,
49,0,49,0,25.140522417001193,25.298687875001633,25.298687875001633,25.45448866699735,692325,001,2023-03-19_07h54.30.065,veo,2022.2.4,None,
