trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,image.started,fixation.started,image.stopped,fixation.stopped,image_2.started,fixation_2.started,image_2.stopped,fixation_2.stopped,newfix.started,newfix.stopped,participant,session,date,expName,psychopyVersion,frameRate,
30,0,30,0,,,,,13.917960124999809,13.917960124999809,13.978913957998884,13.978913957998884,13.978913957998884,13.978913957998884,14.039180332998512,14.039180332998512,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
31,0,31,0,,,,,14.039180332998512,14.039180332998512,14.100623250000353,14.100623250000353,14.100623250000353,14.100623250000353,14.15987504199802,14.15987504199802,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
32,0,32,0,,,,,14.15987504199802,14.15987504199802,14.21755900000062,14.21755900000062,14.21755900000062,14.21755900000062,14.2742871249975,14.2742871249975,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
33,0,33,0,,,,,14.2742871249975,14.2742871249975,14.335752041999513,14.335752041999513,14.335752041999513,14.335752041999513,14.40209083299851,14.40209083299851,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
34,0,34,0,,,,,14.40209083299851,14.40209083299851,14.467211416998907,14.467211416998907,14.467211416998907,14.467211416998907,14.526670832998207,14.526670832998207,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
35,0,35,0,,,,,14.526670832998207,14.526670832998207,14.591817707998416,14.591817707998416,14.591817707998416,14.591817707998416,14.659644249997655,14.659644249997655,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
36,0,36,0,,,,,14.659644249997655,14.659644249997655,14.717527999997401,14.717527999997401,14.717527999997401,14.717527999997401,14.783546957998624,14.783546957998624,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
37,0,37,0,,,,,14.783546957998624,14.783546957998624,14.842110124998726,14.842110124998726,14.842110124998726,14.842110124998726,14.916807666999375,14.916807666999375,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
38,0,38,0,,,,,14.916807666999375,14.916807666999375,14.975967541999125,14.975967541999125,14.975967541999125,14.975967541999125,15.0414639169976,15.0414639169976,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
39,0,39,0,,,,,15.0414639169976,15.0414639169976,15.10798000000068,15.10798000000068,15.10798000000068,15.10798000000068,15.168063832999906,15.168063832999906,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
40,0,40,0,,,,,15.168063832999906,15.168063832999906,15.225917749998189,15.225917749998189,15.225917749998189,15.225917749998189,15.285470332997647,15.285470332997647,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
41,0,41,0,,,,,15.285470332997647,15.285470332997647,15.350598957997136,15.350598957997136,15.350598957997136,15.350598957997136,15.410084832998109,15.410084832998109,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
42,0,42,0,,,,,15.410084832998109,15.410084832998109,15.469215541997983,15.469215541997983,15.469215541997983,15.469215541997983,15.54259520800042,15.54259520800042,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
43,0,43,0,,,,,15.54259520800042,15.54259520800042,15.608845249997103,15.608845249997103,15.608845249997103,15.608845249997103,15.667311499997595,15.667311499997595,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
44,0,44,0,,,,,15.667311499997595,15.667311499997595,15.725935832997493,15.725935832997493,15.725935832997493,15.725935832997493,15.783866249999846,15.783866249999846,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
45,0,45,0,,,,,15.783866249999846,15.783866249999846,15.843250792000617,15.843250792000617,15.843250792000617,15.843250792000617,15.907221041998127,15.907221041998127,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
46,0,46,0,,,,,15.907221041998127,15.907221041998127,15.967372416998842,15.967372416998842,15.967372416998842,15.967372416998842,16.025313666999864,16.025313666999864,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
47,0,47,0,,,,,16.025313666999864,16.025313666999864,16.084445082997263,16.084445082997263,16.084445082997263,16.084445082997263,16.14288920800027,16.14288920800027,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
48,0,48,0,,,,,16.14288920800027,16.14288920800027,16.201838499997393,16.201838499997393,16.201838499997393,16.201838499997393,16.262561583000206,16.262561583000206,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
49,0,49,0,,,,,16.262561583000206,16.262561583000206,16.326123916998768,16.326123916998768,16.326123916998768,16.326123916998768,16.385265875000186,16.385265875000186,,,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,0,0,0,0,,,,,,,,,16.385265875000186,16.442504208000173,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,1,0,1,0,,,,,,,,,16.442504208000173,16.50877224999931,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,2,0,2,0,,,,,,,,,16.50877224999931,16.576096666998637,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,3,0,3,0,,,,,,,,,16.576096666998637,16.640921916998195,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,4,0,4,0,,,,,,,,,16.640921916998195,16.70075129199904,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,5,0,5,0,,,,,,,,,16.70075129199904,16.759318874999735,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,6,0,6,0,,,,,,,,,16.759318874999735,16.82429370799946,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,7,0,7,0,,,,,,,,,16.82429370799946,16.88369112500004,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,8,0,8,0,,,,,,,,,16.88369112500004,16.942395832997136,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,9,0,9,0,,,,,,,,,16.942395832997136,17.009535916997265,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,10,0,10,0,,,,,,,,,17.009535916997265,17.074628332997236,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,11,0,11,0,,,,,,,,,17.074628332997236,17.142482416998973,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,12,0,12,0,,,,,,,,,17.142482416998973,17.210393666999153,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,13,0,13,0,,,,,,,,,17.210393666999153,17.275037583000085,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,14,0,14,0,,,,,,,,,17.275037583000085,17.34116795799855,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,15,0,15,0,,,,,,,,,17.34116795799855,17.400951832998544,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,16,0,16,0,,,,,,,,,17.400951832998544,17.458617124997545,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,17,0,17,0,,,,,,,,,17.458617124997545,17.526993707997462,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,18,0,18,0,,,,,,,,,17.526993707997462,17.592352457999368,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,19,0,19,0,,,,,,,,,17.592352457999368,17.65821341699848,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,20,0,20,0,,,,,,,,,17.65821341699848,17.724779958,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,21,0,21,0,,,,,,,,,17.724779958,17.78391795800053,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,22,0,22,0,,,,,,,,,17.78391795800053,17.841426999999385,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,23,0,23,0,,,,,,,,,17.841426999999385,17.90067199999976,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,24,0,24,0,,,,,,,,,17.90067199999976,17.956868707999092,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,25,0,25,0,,,,,,,,,17.956868707999092,18.017181208000693,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,26,0,26,0,,,,,,,,,18.017181208000693,18.073900791998312,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,27,0,27,0,,,,,,,,,18.073900791998312,18.134008124998218,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,28,0,28,0,,,,,,,,,18.134008124998218,18.190690874998836,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,29,0,29,0,,,,,,,,,18.190690874998836,18.250534167000296,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,30,0,30,0,,,,,,,,,18.250534167000296,18.3085838329971,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,31,0,31,0,,,,,,,,,18.3085838329971,18.37538366700028,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,32,0,32,0,,,,,,,,,18.37538366700028,18.441286582998146,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,33,0,33,0,,,,,,,,,18.441286582998146,18.50767333299882,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,34,0,34,0,,,,,,,,,18.50767333299882,18.56624408299831,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,35,0,35,0,,,,,,,,,18.56624408299831,18.625112541998533,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,36,0,36,0,,,,,,,,,18.625112541998533,18.69086999999854,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,37,0,37,0,,,,,,,,,18.69086999999854,18.75078420799764,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,38,0,38,0,,,,,,,,,18.75078420799764,18.809789082999487,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,39,0,39,0,,,,,,,,,18.809789082999487,18.876047333000315,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,40,0,40,0,,,,,,,,,18.876047333000315,18.94199424999897,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,41,0,41,0,,,,,,,,,18.94199424999897,19.000710332999006,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,42,0,42,0,,,,,,,,,19.000710332999006,19.058637832997192,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,43,0,43,0,,,,,,,,,19.058637832997192,19.12346958299895,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,44,0,44,0,,,,,,,,,19.12346958299895,19.185144625000248,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,45,0,45,0,,,,,,,,,19.185144625000248,19.250584707999224,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,46,0,46,0,,,,,,,,,19.250584707999224,19.308693249997305,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,47,0,47,0,,,,,,,,,19.308693249997305,19.367134749998513,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,48,0,48,0,,,,,,,,,19.367134749998513,19.425174624997453,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,49,0,49,0,,,,,,,,,19.425174624997453,19.49195949999921,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,50,0,50,0,,,,,,,,,19.49195949999921,19.560414957999456,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,51,0,51,0,,,,,,,,,19.560414957999456,19.624603791999107,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,52,0,52,0,,,,,,,,,19.624603791999107,19.684001333000197,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,53,0,53,0,,,,,,,,,19.684001333000197,19.742311457997857,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,54,0,54,0,,,,,,,,,19.742311457997857,19.807555916999263,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,55,0,55,0,,,,,,,,,19.807555916999263,19.867380707997654,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,56,0,56,0,,,,,,,,,19.867380707997654,19.926995374997205,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,57,0,57,0,,,,,,,,,19.926995374997205,19.99179679199733,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,58,0,58,0,,,,,,,,,19.99179679199733,20.058834583000134,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,59,0,59,0,,,,,,,,,20.058834583000134,20.11711849999847,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,60,0,60,0,,,,,,,,,20.11711849999847,20.175527957999293,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,61,0,61,0,,,,,,,,,20.175527957999293,20.241882874997827,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,62,0,62,0,,,,,,,,,20.241882874997827,20.311969499998668,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,63,0,63,0,,,,,,,,,20.311969499998668,20.370118541999545,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,64,0,64,0,,,,,,,,,20.370118541999545,20.43404841699885,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,65,0,65,0,,,,,,,,,20.43404841699885,20.492182833000697,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,66,0,66,0,,,,,,,,,20.492182833000697,20.55685637499846,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,67,0,67,0,,,,,,,,,20.55685637499846,20.617430667000008,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,68,0,68,0,,,,,,,,,20.617430667000008,20.684392999999545,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,69,0,69,0,,,,,,,,,20.684392999999545,20.739616416998615,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,70,0,70,0,,,,,,,,,20.739616416998615,20.800651833000302,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,71,0,71,0,,,,,,,,,20.800651833000302,20.857637707998947,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,72,0,72,0,,,,,,,,,20.857637707998947,20.917018374999316,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,73,0,73,0,,,,,,,,,20.917018374999316,20.9752707919979,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,74,0,74,0,,,,,,,,,20.9752707919979,21.04260387499744,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,75,0,75,0,,,,,,,,,21.04260387499744,21.10769079199963,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,76,0,76,0,,,,,,,,,21.10769079199963,21.175880582999525,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,77,0,77,0,,,,,,,,,21.175880582999525,21.241593082999316,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,78,0,78,0,,,,,,,,,21.241593082999316,21.308066749999853,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,79,0,79,0,,,,,,,,,21.308066749999853,21.367484124999464,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,80,0,80,0,,,,,,,,,21.367484124999464,21.426448124999297,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,81,0,81,0,,,,,,,,,21.426448124999297,21.4914675,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,82,0,82,0,,,,,,,,,21.4914675,21.557514749998518,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,83,0,83,0,,,,,,,,,21.557514749998518,21.625103207999928,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,84,0,84,0,,,,,,,,,21.625103207999928,21.69191379199765,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,85,0,85,0,,,,,,,,,21.69191379199765,21.75818708299994,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,86,0,86,0,,,,,,,,,21.75818708299994,21.817216291998193,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,87,0,87,0,,,,,,,,,21.817216291998193,21.87496395799826,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,88,0,88,0,,,,,,,,,21.87496395799826,21.942126666999684,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,89,0,89,0,,,,,,,,,21.942126666999684,22.00904216699928,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,90,0,90,0,,,,,,,,,22.00904216699928,22.07298187500055,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,91,0,91,0,,,,,,,,,22.07298187500055,22.13524049999978,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,92,0,92,0,,,,,,,,,22.13524049999978,22.200480207997316,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,93,0,93,0,,,,,,,,,22.200480207997316,22.25802954199753,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,94,0,94,0,,,,,,,,,22.25802954199753,22.317221707999124,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,95,0,95,0,,,,,,,,,22.317221707999124,22.374023582997324,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,96,0,96,0,,,,,,,,,22.374023582997324,22.43374699999913,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,97,0,97,0,,,,,,,,,22.43374699999913,22.490783291999833,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,98,0,98,0,,,,,,,,,22.490783291999833,22.55871145799756,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
,,,,99,0,99,0,,,,,,,,,22.55871145799756,22.62341162499797,559698,001,2023-03-18_09h49.02.438,simple VEP,2022.2.4,None,
