color,trigger,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus.started,blank.started,blank.stopped,stimulus.stopped,participant,session,date,expName,psychopyVersion,frameRate,
white,1,3,2,26,1,44.19766191599774,44.44764570798725,45.44047104098718,44.440911457990296,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,3,3,27,0,45.4468770409876,45.6975106660102,46.69054179100203,45.69092208298389,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,3,4,28,7,46.697322374995565,46.94807062498876,47.94049616600387,46.94089274998987,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,3,5,29,5,47.94664429099066,48.19686895800987,49.190901291003684,48.190702207997674,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,3,6,30,3,49.197704582998995,49.4474753329996,50.440520707983524,49.440874958003405,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,3,7,31,4,50.447401290992275,50.69744845799869,51.69047524998314,50.69076562501141,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,4,0,32,4,51.696864416007884,51.947371665999526,52.94044966599904,51.940761874982854,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,4,1,33,2,52.94734020798933,53.197421165998094,54.190646458009724,53.19086487501045,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,4,2,34,6,54.19758212499437,54.448049500002526,55.44009316599113,54.440894375002244,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,4,3,35,7,55.44614591600839,55.69745908299228,56.690621124987956,55.69085783298942,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,4,4,36,3,56.69719958299538,56.94743704100256,57.94046783298836,56.94086866598809,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,4,5,37,1,57.94698320800671,58.19791124999756,59.190476499992656,58.19127245800337,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,4,6,38,5,59.19656012498308,59.44756979099475,60.44049266600632,59.44082116600475,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,4,7,39,0,60.447149582993006,60.697470915998565,61.69002516599721,60.69078558299225,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,5,0,40,5,61.69651995800086,61.94763520799461,62.940072500001406,61.94091804098571,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,5,1,41,2,62.94604700000491,63.19750108299195,64.19055679099984,63.190948500006925,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,5,2,42,4,64.19738045800477,64.44769270799588,,64.44061912500183,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,5,3,43,1,65.6553164999932,65.7135629580007,66.70699966599932,,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,5,4,44,3,66.70699966599932,66.95771391599555,67.9485280829831,66.95771391599555,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,5,5,45,7,67.9485280829831,68.19766779098427,69.18995833300869,68.19082349998644,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,5,6,46,0,69.1960315000033,69.44735845798277,70.44008000000031,69.44075587499538,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,5,7,47,6,70.44694258298841,70.69767395799863,71.69054033298744,70.69061449999572,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,6,0,48,1,71.69715091600665,71.9472250000108,72.94073645799654,71.94090054099797,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,6,1,49,4,72.94742250000127,73.19756112500909,74.19086637499277,73.19085737501155,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,6,2,50,3,74.19691075000446,74.44731641598628,75.44026429098449,74.44096808298491,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,6,3,51,7,75.44712833300582,75.69755591600551,76.69088708300842,75.69079483300447,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,6,4,52,2,76.69783091600402,76.94831445798627,77.9405968330102,76.94831445798627,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,6,5,53,5,77.9473904579936,78.19780466600787,79.19006516601075,78.1906541250064,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,6,6,54,6,79.19687200000044,79.447881125001,80.44058612498338,79.44072899999446,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,6,7,55,0,80.44751979099237,80.6981181660085,81.68989933299599,80.69086183299078,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,7,0,56,4,81.70546154098702,81.94818949999171,82.95089633300086,81.94818949999171,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,7,1,57,0,82.95089633300086,83.19793816600577,84.19045133300824,83.19793816600577,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,7,2,58,2,84.19710683298763,84.44859858299606,85.44947712498833,84.44107433300815,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,7,3,59,1,85.44947712498833,85.69829000000027,86.69054074998712,85.69829000000027,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,7,4,60,7,86.6973103749915,86.94732341601048,87.9406275000074,86.94080641600885,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,7,5,61,3,87.94736587500665,88.19703366598696,89.1907992909837,88.19077620800817,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,7,6,62,6,89.19750783298514,89.44730408300529,90.44037558298442,89.44077012498747,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,7,7,63,5,90.44636566599365,90.69736099999864,91.69020583300153,90.69081770800403,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,8,0,64,4,91.6968656659883,91.94747454099706,92.94000495798537,91.94085670800996,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,8,1,65,6,92.94600104101119,93.19740987499245,94.19069204101106,93.1908817079966,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,8,2,66,1,94.19733054100652,94.44827125000302,95.44046750001144,94.44827125000302,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,8,3,67,5,95.44695887499256,95.69840166598442,96.69939100000192,95.69106087498949,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
gray,2,8,4,68,7,96.69939100000192,96.94812183300382,97.9405211249832,96.94812183300382,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,8,5,69,0,97.94739995800774,98.19755216600606,99.1906227080035,98.19092679099413,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
white,1,8,6,70,3,99.1976066250063,99.44771016598679,100.44013016601093,99.44114554100088,601846,001,2023-02-09_17h17.28.735,simple VEP,2022.2.4,None,
,,,,,,100.44625554099912,100.69758154099691,,100.69089425000129,,,,,,,
