trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,fixation.started,image.stopped,fixation.stopped,image_2.started,fixation_2.started,image_2.stopped,fixation_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,10.991164500002924,10.991164500002924,11.498742540999956,11.498742540999956,11.498742540999956,11.498742540999956,11.994676291003998,11.994676291003998,283149,001,2023-03-17_11h52.15.529,simple VEP,2022.2.4,None,
1,0,1,0,11.994676291003998,11.994676291003998,12.494653583002219,12.494653583002219,12.494653583002219,12.494653583002219,12.995427791000111,12.995427791000111,283149,001,2023-03-17_11h52.15.529,simple VEP,2022.2.4,None,
2,0,2,0,12.995427791000111,12.995427791000111,13.494720041002438,13.494720041002438,13.494720041002438,13.494720041002438,13.995591999999306,13.995591999999306,283149,001,2023-03-17_11h52.15.529,simple VEP,2022.2.4,None,
3,0,3,0,13.995591999999306,13.995591999999306,14.494499790998816,14.494499790998816,14.494499790998816,14.494499790998816,14.995523165998748,14.995523165998748,283149,001,2023-03-17_11h52.15.529,simple VEP,2022.2.4,None,
4,0,4,0,14.995523165998748,14.995523165998748,15.48780429099861,15.48780429099861,15.48780429099861,15.48780429099861,15.978222916004597,15.978222916004597,283149,001,2023-03-17_11h52.15.529,simple VEP,2022.2.4,None,
5,0,5,0,15.978222916004597,15.978222916004597,16.478870833001565,16.478870833001565,16.478870833001565,16.478870833001565,16.97941045799962,16.97941045799962,283149,001,2023-03-17_11h52.15.529,simple VEP,2022.2.4,None,
6,0,6,0,16.97941045799962,16.97941045799962,17.47763975000271,17.47763975000271,17.47763975000271,17.47763975000271,17.97810500000196,17.97810500000196,283149,001,2023-03-17_11h52.15.529,simple VEP,2022.2.4,None,
7,0,7,0,17.97810500000196,17.97810500000196,18.47791816600511,18.47791816600511,18.47791816600511,18.47791816600511,18.978316958004143,18.978316958004143,283149,001,2023-03-17_11h52.15.529,simple VEP,2022.2.4,None,
8,0,8,0,18.978316958004143,18.978316958004143,19.477855750003073,19.477855750003073,19.477855750003073,19.477855750003073,19.97795541600499,19.97795541600499,283149,001,2023-03-17_11h52.15.529,simple VEP,2022.2.4,None,
9,0,9,0,19.97795541600499,19.97795541600499,20.47793629100488,20.47793629100488,20.47793629100488,20.47793629100488,20.975018916004046,20.975018916004046,283149,001,2023-03-17_11h52.15.529,simple VEP,2022.2.4,None,
