trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,fixation.started,image.stopped,fixation.stopped,image_2.started,fixation_2.started,image_2.stopped,fixation_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,13.150003541002661,13.150003541002661,13.28401541600033,13.28401541600033,13.28401541600033,13.28401541600033,13.382456541003194,13.382456541003194,529400,001,2023-03-18_09h19.47.590,simple VEP,2022.2.4,None,
1,0,1,0,13.382456541003194,13.382456541003194,13.47979850000047,13.47979850000047,13.47979850000047,13.47979850000047,13.582717750003212,13.582717750003212,529400,001,2023-03-18_09h19.47.590,simple VEP,2022.2.4,None,
2,0,2,0,13.582717750003212,13.582717750003212,13.68326529100159,13.68326529100159,13.68326529100159,13.68326529100159,13.783745333003026,13.783745333003026,529400,001,2023-03-18_09h19.47.590,simple VEP,2022.2.4,None,
3,0,3,0,13.783745333003026,13.783745333003026,13.88054266600011,13.88054266600011,13.88054266600011,13.88054266600011,13.980787333002809,13.980787333002809,529400,001,2023-03-18_09h19.47.590,simple VEP,2022.2.4,None,
4,0,4,0,13.980787333002809,13.980787333002809,14.08155833300043,14.08155833300043,14.08155833300043,14.08155833300043,14.177910250000423,14.177910250000423,529400,001,2023-03-18_09h19.47.590,simple VEP,2022.2.4,None,
5,0,5,0,14.177910250000423,14.177910250000423,14.278642291003052,14.278642291003052,14.278642291003052,14.278642291003052,14.375143708002724,14.375143708002724,529400,001,2023-03-18_09h19.47.590,simple VEP,2022.2.4,None,
6,0,6,0,14.375143708002724,14.375143708002724,14.475131375002093,14.475131375002093,14.475131375002093,14.475131375002093,14.57426037500045,14.57426037500045,529400,001,2023-03-18_09h19.47.590,simple VEP,2022.2.4,None,
7,0,7,0,14.57426037500045,14.57426037500045,14.672049708002305,14.672049708002305,14.672049708002305,14.672049708002305,14.768589082999824,14.768589082999824,529400,001,2023-03-18_09h19.47.590,simple VEP,2022.2.4,None,
8,0,8,0,14.768589082999824,14.768589082999824,14.863974708001479,14.863974708001479,14.863974708001479,14.863974708001479,14.96389041600196,14.96389041600196,529400,001,2023-03-18_09h19.47.590,simple VEP,2022.2.4,None,
9,0,9,0,14.96389041600196,14.96389041600196,15.060499541003082,15.060499541003082,15.060499541003082,15.060499541003082,15.154485791001207,15.154485791001207,529400,001,2023-03-18_09h19.47.590,simple VEP,2022.2.4,None,
10,0,10,0,15.154485791001207,15.154485791001207,15.250346583001374,15.250346583001374,15.250346583001374,15.250346583001374,15.352117207999981,15.352117207999981,529400,001,2023-03-18_09h19.47.590,simple VEP,2022.2.4,None,
11,0,11,0,15.352117207999981,15.352117207999981,15.452711791000183,15.452711791000183,15.452711791000183,15.452711791000183,15.551693166002224,15.551693166002224,529400,001,2023-03-18_09h19.47.590,simple VEP,2022.2.4,None,
12,0,12,0,15.551693166002224,15.551693166002224,15.651969583002938,15.651969583002938,15.651969583002938,15.651969583002938,15.752153083001758,15.752153083001758,529400,001,2023-03-18_09h19.47.590,simple VEP,2022.2.4,None,
13,0,13,0,15.752153083001758,15.752153083001758,15.854877125002531,15.854877125002531,15.854877125002531,15.854877125002531,15.957551250001416,15.957551250001416,529400,001,2023-03-18_09h19.47.590,simple VEP,2022.2.4,None,
14,0,14,0,15.957551250001416,15.957551250001416,16.054816208001284,16.054816208001284,16.054816208001284,16.054816208001284,16.153308208002272,16.153308208002272,529400,001,2023-03-18_09h19.47.590,simple VEP,2022.2.4,None,
