trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,fixation.started,image.stopped,fixation.stopped,image_2.started,fixation_2.started,image_2.stopped,fixation_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,11.863019958000223,11.863019958000223,12.03148583300208,12.03148583300208,12.03148583300208,12.03148583300208,12.185575292001886,12.185575292001886,437396,001,2023-03-17_12h07.16.451,simple VEP,2022.2.4,None,
1,0,1,0,12.185575292001886,12.185575292001886,12.347617292005452,12.347617292005452,12.347617292005452,12.347617292005452,12.50398345800204,12.50398345800204,437396,001,2023-03-17_12h07.16.451,simple VEP,2022.2.4,None,
2,0,2,0,12.50398345800204,12.50398345800204,12.664228625006217,12.664228625006217,12.664228625006217,12.664228625006217,12.819687292001618,12.819687292001618,437396,001,2023-03-17_12h07.16.451,simple VEP,2022.2.4,None,
3,0,3,0,12.819687292001618,12.819687292001618,12.980995875004737,12.980995875004737,12.980995875004737,12.980995875004737,13.138692333006475,13.138692333006475,437396,001,2023-03-17_12h07.16.451,simple VEP,2022.2.4,None,
4,0,4,0,13.138692333006475,13.138692333006475,13.302639000001363,13.302639000001363,13.302639000001363,13.302639000001363,13.464622500003316,13.464622500003316,437396,001,2023-03-17_12h07.16.451,simple VEP,2022.2.4,None,
5,0,5,0,13.464622500003316,13.464622500003316,13.620570458006114,13.620570458006114,13.620570458006114,13.620570458006114,13.780993375003163,13.780993375003163,437396,001,2023-03-17_12h07.16.451,simple VEP,2022.2.4,None,
6,0,6,0,13.780993375003163,13.780993375003163,13.940151000002516,13.940151000002516,13.940151000002516,13.940151000002516,14.104743833006069,14.104743833006069,437396,001,2023-03-17_12h07.16.451,simple VEP,2022.2.4,None,
7,0,7,0,14.104743833006069,14.104743833006069,14.264484541999991,14.264484541999991,14.264484541999991,14.264484541999991,14.431448667004588,14.431448667004588,437396,001,2023-03-17_12h07.16.451,simple VEP,2022.2.4,None,
8,0,8,0,14.431448667004588,14.431448667004588,14.587220958004764,14.587220958004764,14.587220958004764,14.587220958004764,14.74754762500379,14.74754762500379,437396,001,2023-03-17_12h07.16.451,simple VEP,2022.2.4,None,
9,0,9,0,14.74754762500379,14.74754762500379,14.904017250002653,14.904017250002653,14.904017250002653,14.904017250002653,15.06425400000444,15.06425400000444,437396,001,2023-03-17_12h07.16.451,simple VEP,2022.2.4,None,
