1.1583 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
11.8002 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
12.7393 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fcfb3cd9bb0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fcf62df36a0>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.7399 	EXP 	window1: mouseVisible = True
12.7409 	EXP 	window1: mouseVisible = False
12.7410 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
12.7410 	EXP 	window1: recordFrameIntervals = False
12.9051 	EXP 	window1: recordFrameIntervals = True
13.0887 	EXP 	Screen (0) actual frame rate measured at 59.98Hz
13.0888 	EXP 	window1: recordFrameIntervals = False
15.3460 	EXP 	Created stimulus = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='stimulus', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
15.3587 	EXP 	Created blank = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([0.00392157, 0.00392157, 0.00392157]), fillColorSpace='rgb', fillRGB=array([0.00392157, 0.00392157, 0.00392157]), interpolate=True, lineColor=array([0.00392157, 0.00392157, 0.00392157]), lineColorSpace='rgb', lineRGB=array([0.00392157, 0.00392157, 0.00392157]), lineWidth=1.0, name='blank', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
15.3661 	EXP 	Imported StimList.xlsx as conditions, 8 conditions, 2 params
15.3681 	EXP 	Created sequence: random, trialTypes=8, nReps=10, seed=None
15.3684 	EXP 	New trial (rep=0, index=0): {'color': 'white', 'trigger': 1}
15.3792 	EXP 	stimulus: fillColor = <psychopy.colors.Color: white, alpha=1.0>
15.3792 	EXP 	stimulus: borderColor = <psychopy.colors.Color: white, alpha=1.0>
15.3792 	EXP 	stimulus: autoDraw = True
15.6205 	EXP 	stimulus: autoDraw = False
15.6205 	EXP 	blank: autoDraw = True
16.6054 	EXP 	New trial (rep=0, index=1): {'color': 'white', 'trigger': 1}
16.6129 	EXP 	blank: autoDraw = False
16.6129 	EXP 	blank: autoDraw = False
16.6129 	EXP 	stimulus: fillColor = <psychopy.colors.Color: white, alpha=1.0>
16.6129 	EXP 	stimulus: borderColor = <psychopy.colors.Color: white, alpha=1.0>
16.6129 	EXP 	stimulus: autoDraw = True
16.8605 	EXP 	stimulus: autoDraw = False
16.8605 	EXP 	stimulus: autoDraw = False
16.8605 	EXP 	blank: autoDraw = True
17.8443 	EXP 	New trial (rep=0, index=2): {'color': 'gray', 'trigger': 2}
17.8533 	EXP 	blank: autoDraw = False
17.8533 	EXP 	blank: autoDraw = False
17.8533 	EXP 	stimulus: fillColor = <psychopy.colors.Color: gray, alpha=1.0>
17.8533 	EXP 	stimulus: borderColor = <psychopy.colors.Color: gray, alpha=1.0>
17.8533 	EXP 	stimulus: autoDraw = True
18.0939 	EXP 	stimulus: autoDraw = False
18.0939 	EXP 	stimulus: autoDraw = False
18.1037 	EXP 	blank: autoDraw = True
19.0885 	EXP 	New trial (rep=0, index=3): {'color': 'white', 'trigger': 1}
19.0952 	EXP 	blank: autoDraw = False
19.0952 	EXP 	blank: autoDraw = False
19.0952 	EXP 	stimulus: fillColor = <psychopy.colors.Color: white, alpha=1.0>
19.0952 	EXP 	stimulus: borderColor = <psychopy.colors.Color: white, alpha=1.0>
19.1034 	EXP 	stimulus: autoDraw = True
19.3432 	EXP 	stimulus: autoDraw = False
19.3432 	EXP 	stimulus: autoDraw = False
19.3540 	EXP 	blank: autoDraw = True
20.3387 	EXP 	New trial (rep=0, index=4): {'color': 'gray', 'trigger': 2}
20.3456 	EXP 	blank: autoDraw = False
20.3456 	EXP 	blank: autoDraw = False
20.3456 	EXP 	stimulus: fillColor = <psychopy.colors.Color: gray, alpha=1.0>
20.3456 	EXP 	stimulus: borderColor = <psychopy.colors.Color: gray, alpha=1.0>
20.3534 	EXP 	stimulus: autoDraw = True
20.5939 	EXP 	stimulus: autoDraw = False
20.5939 	EXP 	stimulus: autoDraw = False
20.6039 	EXP 	blank: autoDraw = True
21.5886 	EXP 	New trial (rep=0, index=5): {'color': 'gray', 'trigger': 2}
21.5951 	EXP 	blank: autoDraw = False
21.5951 	EXP 	blank: autoDraw = False
21.5951 	EXP 	stimulus: fillColor = <psychopy.colors.Color: gray, alpha=1.0>
21.5951 	EXP 	stimulus: borderColor = <psychopy.colors.Color: gray, alpha=1.0>
21.6034 	EXP 	stimulus: autoDraw = True
21.8430 	EXP 	stimulus: autoDraw = False
21.8430 	EXP 	stimulus: autoDraw = False
21.8540 	EXP 	blank: autoDraw = True
22.8380 	EXP 	New trial (rep=0, index=6): {'color': 'gray', 'trigger': 2}
22.8446 	EXP 	blank: autoDraw = False
22.8446 	EXP 	blank: autoDraw = False
22.8446 	EXP 	stimulus: fillColor = <psychopy.colors.Color: gray, alpha=1.0>
22.8446 	EXP 	stimulus: borderColor = <psychopy.colors.Color: gray, alpha=1.0>
22.8540 	EXP 	stimulus: autoDraw = True
23.0930 	EXP 	stimulus: autoDraw = False
23.0930 	EXP 	stimulus: autoDraw = False
23.1040 	EXP 	blank: autoDraw = True
24.0886 	EXP 	New trial (rep=0, index=7): {'color': 'white', 'trigger': 1}
24.0950 	EXP 	blank: autoDraw = False
24.0950 	EXP 	blank: autoDraw = False
24.0950 	EXP 	stimulus: fillColor = <psychopy.colors.Color: white, alpha=1.0>
24.0950 	EXP 	stimulus: borderColor = <psychopy.colors.Color: white, alpha=1.0>
24.1041 	EXP 	stimulus: autoDraw = True
24.3438 	EXP 	stimulus: autoDraw = False
24.3438 	EXP 	stimulus: autoDraw = False
24.3540 	EXP 	blank: autoDraw = True
25.3387 	EXP 	New trial (rep=1, index=0): {'color': 'gray', 'trigger': 2}
25.3456 	EXP 	blank: autoDraw = False
25.3456 	EXP 	blank: autoDraw = False
25.3456 	EXP 	stimulus: fillColor = <psychopy.colors.Color: gray, alpha=1.0>
25.3456 	EXP 	stimulus: borderColor = <psychopy.colors.Color: gray, alpha=1.0>
25.3534 	EXP 	stimulus: autoDraw = True
25.5930 	EXP 	stimulus: autoDraw = False
25.5930 	EXP 	stimulus: autoDraw = False
25.6041 	EXP 	blank: autoDraw = True
26.5885 	EXP 	New trial (rep=1, index=1): {'color': 'gray', 'trigger': 2}
26.5953 	EXP 	blank: autoDraw = False
26.5953 	EXP 	blank: autoDraw = False
26.5953 	EXP 	stimulus: fillColor = <psychopy.colors.Color: gray, alpha=1.0>
26.5953 	EXP 	stimulus: borderColor = <psychopy.colors.Color: gray, alpha=1.0>
26.6034 	EXP 	stimulus: autoDraw = True
26.8540 	EXP 	stimulus: autoDraw = False
26.8540 	EXP 	stimulus: autoDraw = False
26.8595 	EXP 	blank: autoDraw = True
27.8444 	EXP 	New trial (rep=1, index=2): {'color': 'white', 'trigger': 1}
27.8535 	EXP 	blank: autoDraw = False
27.8535 	EXP 	blank: autoDraw = False
27.8535 	EXP 	stimulus: fillColor = <psychopy.colors.Color: white, alpha=1.0>
27.8535 	EXP 	stimulus: borderColor = <psychopy.colors.Color: white, alpha=1.0>
27.8535 	EXP 	stimulus: autoDraw = True
28.0939 	EXP 	stimulus: autoDraw = False
28.0939 	EXP 	stimulus: autoDraw = False
28.1038 	EXP 	blank: autoDraw = True
29.0884 	EXP 	New trial (rep=1, index=3): {'color': 'white', 'trigger': 1}
29.0947 	EXP 	blank: autoDraw = False
29.0947 	EXP 	blank: autoDraw = False
29.0947 	EXP 	stimulus: fillColor = <psychopy.colors.Color: white, alpha=1.0>
29.0947 	EXP 	stimulus: borderColor = <psychopy.colors.Color: white, alpha=1.0>
29.1038 	EXP 	stimulus: autoDraw = True
29.3436 	EXP 	stimulus: autoDraw = False
29.3436 	EXP 	stimulus: autoDraw = False
29.3542 	EXP 	blank: autoDraw = True
30.2318 	DATA 	Keypress: escape
30.6844 	EXP 	window1: mouseVisible = True
