1.2909 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
6.6797 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
8.0155 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

8.0174 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fb4a0a7cbe0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fb4526cb520>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.0178 	EXP 	window1: mouseVisible = True
8.0189 	EXP 	window1: mouseVisible = False
8.0190 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.0190 	EXP 	window1: recordFrameIntervals = False
8.0987 	EXP 	window1: recordFrameIntervals = True
8.9322 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

10.8980 	EXP 	Created stimulus = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='stimulus', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
10.9010 	EXP 	Created blank = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([0.00392157, 0.00392157, 0.00392157]), fillColorSpace='rgb', fillRGB=array([0.00392157, 0.00392157, 0.00392157]), interpolate=True, lineColor=array([0.00392157, 0.00392157, 0.00392157]), lineColorSpace='rgb', lineRGB=array([0.00392157, 0.00392157, 0.00392157]), lineWidth=1.0, name='blank', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
10.9078 	EXP 	Imported StimList.xlsx as conditions, 8 conditions, 2 params
10.9100 	EXP 	Created sequence: random, trialTypes=8, nReps=5, seed=None
10.9102 	EXP 	New trial (rep=0, index=0): {'color': 'white', 'trigger': 1}
10.9194 	WARNING 	t of last frame was 1987.49ms (=1/0)
10.9194 	EXP 	stimulus: fillColor = <psychopy.colors.Color: white, alpha=1.0>
10.9194 	EXP 	stimulus: borderColor = <psychopy.colors.Color: white, alpha=1.0>
10.9194 	EXP 	stimulus: autoDraw = True
11.1651 	EXP 	stimulus: autoDraw = False
11.1651 	EXP 	blank: autoDraw = True
12.6498 	EXP 	New trial (rep=0, index=1): {'color': 'gray', 'trigger': 2}
12.6569 	EXP 	blank: autoDraw = False
12.6569 	EXP 	blank: autoDraw = False
12.6569 	EXP 	stimulus: fillColor = <psychopy.colors.Color: gray, alpha=1.0>
12.6569 	EXP 	stimulus: borderColor = <psychopy.colors.Color: gray, alpha=1.0>
12.6569 	EXP 	stimulus: autoDraw = True
12.9043 	EXP 	stimulus: autoDraw = False
12.9043 	EXP 	stimulus: autoDraw = False
12.9043 	EXP 	blank: autoDraw = True
14.3885 	EXP 	New trial (rep=0, index=2): {'color': 'gray', 'trigger': 2}
14.3974 	EXP 	blank: autoDraw = False
14.3974 	EXP 	blank: autoDraw = False
14.3974 	EXP 	stimulus: fillColor = <psychopy.colors.Color: gray, alpha=1.0>
14.3974 	EXP 	stimulus: borderColor = <psychopy.colors.Color: gray, alpha=1.0>
14.3974 	EXP 	stimulus: autoDraw = True
14.6386 	EXP 	stimulus: autoDraw = False
14.6386 	EXP 	stimulus: autoDraw = False
14.6482 	EXP 	blank: autoDraw = True
16.1331 	EXP 	New trial (rep=0, index=3): {'color': 'white', 'trigger': 1}
16.1408 	EXP 	blank: autoDraw = False
16.1408 	EXP 	blank: autoDraw = False
16.1408 	EXP 	stimulus: fillColor = <psychopy.colors.Color: white, alpha=1.0>
16.1408 	EXP 	stimulus: borderColor = <psychopy.colors.Color: white, alpha=1.0>
16.1482 	EXP 	stimulus: autoDraw = True
16.3889 	EXP 	stimulus: autoDraw = False
16.3889 	EXP 	stimulus: autoDraw = False
16.3984 	EXP 	blank: autoDraw = True
17.8827 	EXP 	New trial (rep=0, index=4): {'color': 'white', 'trigger': 1}
17.8902 	EXP 	blank: autoDraw = False
17.8902 	EXP 	blank: autoDraw = False
17.8902 	EXP 	stimulus: fillColor = <psychopy.colors.Color: white, alpha=1.0>
17.8902 	EXP 	stimulus: borderColor = <psychopy.colors.Color: white, alpha=1.0>
17.8978 	EXP 	stimulus: autoDraw = True
18.1381 	EXP 	stimulus: autoDraw = False
18.1381 	EXP 	stimulus: autoDraw = False
18.1483 	EXP 	blank: autoDraw = True
19.6327 	EXP 	New trial (rep=0, index=5): {'color': 'gray', 'trigger': 2}
19.6402 	EXP 	blank: autoDraw = False
19.6402 	EXP 	blank: autoDraw = False
19.6402 	EXP 	stimulus: fillColor = <psychopy.colors.Color: gray, alpha=1.0>
19.6402 	EXP 	stimulus: borderColor = <psychopy.colors.Color: gray, alpha=1.0>
19.6481 	EXP 	stimulus: autoDraw = True
19.8883 	EXP 	stimulus: autoDraw = False
19.8883 	EXP 	stimulus: autoDraw = False
19.8983 	EXP 	blank: autoDraw = True
20.0758 	DATA 	Keypress: escape
20.0815 	WARNING 	t of last frame was 66.60ms (=1/15)
20.6839 	EXP 	window1: mouseVisible = True
