trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,image.started,fixation.started,image.stopped,fixation.stopped,image_2.started,fixation_2.started,image_2.stopped,fixation_2.stopped,newfix.started,newfix.stopped,participant,session,date,expName,psychopyVersion,frameRate,
21,0,21,0,,,,,16.878332583000883,16.878332583000883,17.043362666001485,17.043362666001485,17.043362666001485,17.043362666001485,17.22343491599895,17.22343491599895,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
22,0,22,0,,,,,17.22343491599895,17.22343491599895,17.385117582998646,17.385117582998646,17.385117582998646,17.385117582998646,17.556875082998886,17.556875082998886,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
23,0,23,0,,,,,17.556875082998886,17.556875082998886,17.719585165999888,17.719585165999888,17.719585165999888,17.719585165999888,17.884003791001305,17.884003791001305,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
24,0,24,0,,,,,17.884003791001305,17.884003791001305,18.05656120799904,18.05656120799904,18.05656120799904,18.05656120799904,18.218523790998006,18.218523790998006,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
25,0,25,0,,,,,18.218523790998006,18.218523790998006,18.37618562499847,18.37618562499847,18.37618562499847,18.37618562499847,18.53439283300031,18.53439283300031,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
26,0,26,0,,,,,18.53439283300031,18.53439283300031,18.69973079099873,18.69973079099873,18.69973079099873,18.69973079099873,18.859911540999747,18.859911540999747,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
27,0,27,0,,,,,18.859911540999747,18.859911540999747,19.040028291001363,19.040028291001363,19.040028291001363,19.040028291001363,19.20205645799797,19.20205645799797,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
28,0,28,0,,,,,19.20205645799797,19.20205645799797,19.360727957999188,19.360727957999188,19.360727957999188,19.360727957999188,19.526068832998135,19.526068832998135,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
29,0,29,0,,,,,19.526068832998135,19.526068832998135,19.683657000001404,19.683657000001404,19.683657000001404,19.683657000001404,19.85114474999864,19.85114474999864,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
30,0,30,0,,,,,19.85114474999864,19.85114474999864,20.017322208001133,20.017322208001133,20.017322208001133,20.017322208001133,20.1754794160006,20.1754794160006,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
31,0,31,0,,,,,20.1754794160006,20.1754794160006,20.336495790998015,20.336495790998015,20.336495790998015,20.336495790998015,20.500746999998228,20.500746999998228,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
32,0,32,0,,,,,20.500746999998228,20.500746999998228,20.663799540998298,20.663799540998298,20.663799540998298,20.663799540998298,20.828495165998902,20.828495165998902,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
33,0,33,0,,,,,20.828495165998902,20.828495165998902,20.990381125000567,20.990381125000567,20.990381125000567,20.990381125000567,21.150909874999343,21.150909874999343,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
34,0,34,0,,,,,21.150909874999343,21.150909874999343,21.317929790999187,21.317929790999187,21.317929790999187,21.317929790999187,21.483848832998774,21.483848832998774,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
35,0,35,0,,,,,21.483848832998774,21.483848832998774,21.643927332999738,21.643927332999738,21.643927332999738,21.643927332999738,21.81247012499807,21.81247012499807,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
36,0,36,0,,,,,21.81247012499807,21.81247012499807,21.975796457998513,21.975796457998513,21.975796457998513,21.975796457998513,22.14005037500101,22.14005037500101,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
37,0,37,0,,,,,22.14005037500101,22.14005037500101,22.300545999998576,22.300545999998576,22.300545999998576,22.300545999998576,22.46656308299862,22.46656308299862,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
38,0,38,0,,,,,22.46656308299862,22.46656308299862,22.639923374998034,22.639923374998034,22.639923374998034,22.639923374998034,22.802164916000038,22.802164916000038,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
39,0,39,0,,,,,22.802164916000038,22.802164916000038,22.97309154100003,22.97309154100003,22.97309154100003,22.97309154100003,23.13992458299981,23.13992458299981,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
40,0,40,0,,,,,23.13992458299981,23.13992458299981,23.30128145799972,23.30128145799972,23.30128145799972,23.30128145799972,23.47343166599967,23.47343166599967,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
41,0,41,0,,,,,23.47343166599967,23.47343166599967,23.656877165998594,23.656877165998594,23.656877165998594,23.656877165998594,23.82014720799998,23.82014720799998,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
42,0,42,0,,,,,23.82014720799998,23.82014720799998,23.985636875000637,23.985636875000637,23.985636875000637,23.985636875000637,24.15646545799973,24.15646545799973,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
43,0,43,0,,,,,24.15646545799973,24.15646545799973,24.31585724999968,24.31585724999968,24.31585724999968,24.31585724999968,24.475176208001358,24.475176208001358,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
44,0,44,0,,,,,24.475176208001358,24.475176208001358,24.63471833299991,24.63471833299991,24.63471833299991,24.63471833299991,24.792711833000794,24.792711833000794,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
45,0,45,0,,,,,24.792711833000794,24.792711833000794,24.958326707997912,24.958326707997912,24.958326707997912,24.958326707997912,25.119684541001334,25.119684541001334,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
46,0,46,0,,,,,25.119684541001334,25.119684541001334,25.28293599999961,25.28293599999961,25.28293599999961,25.28293599999961,25.4413784999997,25.4413784999997,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
47,0,47,0,,,,,25.4413784999997,25.4413784999997,25.600974290999147,25.600974290999147,25.600974290999147,25.600974290999147,25.762468124998122,25.762468124998122,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
48,0,48,0,,,,,25.762468124998122,25.762468124998122,25.92341495800065,25.92341495800065,25.92341495800065,25.92341495800065,26.084249832998466,26.084249832998466,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
49,0,49,0,,,,,26.084249832998466,26.084249832998466,26.256489915998827,26.256489915998827,26.256489915998827,26.256489915998827,26.423237457998766,26.423237457998766,,,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,0,0,0,0,,,,,,,,,26.423237457998766,26.58025995799835,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,1,0,1,0,,,,,,,,,26.58025995799835,26.740057791001163,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,2,0,2,0,,,,,,,,,26.740057791001163,26.897898791001353,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,3,0,3,0,,,,,,,,,26.897898791001353,27.056623790998856,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,4,0,4,0,,,,,,,,,27.056623790998856,27.21439941599965,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,5,0,5,0,,,,,,,,,27.21439941599965,27.373340165999252,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,6,0,6,0,,,,,,,,,27.373340165999252,27.53188308300014,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,7,0,7,0,,,,,,,,,27.53188308300014,27.698425999999017,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,8,0,8,0,,,,,,,,,27.698425999999017,27.85661324999819,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,9,0,9,0,,,,,,,,,27.85661324999819,28.01497074999861,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,10,0,10,0,,,,,,,,,28.01497074999861,28.173359125001298,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,11,0,11,0,,,,,,,,,28.173359125001298,28.33132058299816,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,12,0,12,0,,,,,,,,,28.33132058299816,28.49018462499953,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,13,0,13,0,,,,,,,,,28.49018462499953,28.647559665998415,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,14,0,14,0,,,,,,,,,28.647559665998415,28.80674962500052,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,15,0,15,0,,,,,,,,,28.80674962500052,28.96430508299818,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,16,0,16,0,,,,,,,,,28.96430508299818,29.12321808300112,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,17,0,17,0,,,,,,,,,29.12321808300112,29.28142724999998,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,18,0,18,0,,,,,,,,,29.28142724999998,29.44854674999806,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,19,0,19,0,,,,,,,,,29.44854674999806,29.606434541001363,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,20,0,20,0,,,,,,,,,29.606434541001363,29.764400957999896,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,21,0,21,0,,,,,,,,,29.764400957999896,29.923187541000516,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,22,0,22,0,,,,,,,,,29.923187541000516,30.081272999999783,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,23,0,23,0,,,,,,,,,30.081272999999783,30.240060625001206,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,24,0,24,0,,,,,,,,,30.240060625001206,30.39818866600035,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,25,0,25,0,,,,,,,,,30.39818866600035,30.555918165999174,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,26,0,26,0,,,,,,,,,30.555918165999174,30.72367120800118,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,27,0,27,0,,,,,,,,,30.72367120800118,30.880352290998417,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,28,0,28,0,,,,,,,,,30.880352290998417,31.04010079100044,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,29,0,29,0,,,,,,,,,31.04010079100044,31.19820695800081,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,30,0,30,0,,,,,,,,,31.19820695800081,31.356526415998815,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,31,0,31,0,,,,,,,,,31.356526415998815,31.51523695799915,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,32,0,32,0,,,,,,,,,31.51523695799915,31.673361458000727,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,33,0,33,0,,,,,,,,,31.673361458000727,31.832275832999585,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,34,0,34,0,,,,,,,,,31.832275832999585,31.990017332998832,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,35,0,35,0,,,,,,,,,31.990017332998832,32.148563582999486,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,36,0,36,0,,,,,,,,,32.148563582999486,32.30669808300081,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,37,0,37,0,,,,,,,,,32.30669808300081,32.46432316600112,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,38,0,38,0,,,,,,,,,32.46432316600112,32.62324137500036,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,39,0,39,0,,,,,,,,,32.62324137500036,32.78117729099904,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,40,0,40,0,,,,,,,,,32.78117729099904,32.94007174999933,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,41,0,41,0,,,,,,,,,32.94007174999933,33.09777050000048,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,42,0,42,0,,,,,,,,,33.09777050000048,33.2647968329984,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,43,0,43,0,,,,,,,,,33.2647968329984,33.42315483299899,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,44,0,44,0,,,,,,,,,33.42315483299899,33.5792813750013,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,45,0,45,0,,,,,,,,,33.5792813750013,33.73981470799845,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,46,0,46,0,,,,,,,,,33.73981470799845,33.89691929100081,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,47,0,47,0,,,,,,,,,33.89691929100081,34.05600616599986,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,48,0,48,0,,,,,,,,,34.05600616599986,34.212903957999515,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,49,0,49,0,,,,,,,,,34.212903957999515,34.373315458000434,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,50,0,50,0,,,,,,,,,34.373315458000434,34.530924415998015,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,51,0,51,0,,,,,,,,,34.530924415998015,34.698078458000964,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,52,0,52,0,,,,,,,,,34.698078458000964,34.85681187500086,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,53,0,53,0,,,,,,,,,34.85681187500086,35.01409224999952,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,54,0,54,0,,,,,,,,,35.01409224999952,35.17341137499898,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,55,0,55,0,,,,,,,,,35.17341137499898,35.33102700000018,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,56,0,56,0,,,,,,,,,35.33102700000018,35.49013908299821,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,57,0,57,0,,,,,,,,,35.49013908299821,35.648485790999985,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,58,0,58,0,,,,,,,,,35.648485790999985,35.806846499999665,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,59,0,59,0,,,,,,,,,35.806846499999665,35.965369333000126,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,60,0,60,0,,,,,,,,,35.965369333000126,36.13123804099814,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,61,0,61,0,,,,,,,,,36.13123804099814,36.298594208001305,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,62,0,62,0,,,,,,,,,36.298594208001305,36.45662170799915,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,63,0,63,0,,,,,,,,,36.45662170799915,36.612657124998805,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,64,0,64,0,,,,,,,,,36.612657124998805,36.77345887499905,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,65,0,65,0,,,,,,,,,36.77345887499905,36.93132487500043,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,66,0,66,0,,,,,,,,,36.93132487500043,37.09802245799801,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,67,0,67,0,,,,,,,,,37.09802245799801,37.25682583299931,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,68,0,68,0,,,,,,,,,37.25682583299931,37.414027499999065,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,69,0,69,0,,,,,,,,,37.414027499999065,37.57306899999821,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,70,0,70,0,,,,,,,,,37.57306899999821,37.7316694580004,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,71,0,71,0,,,,,,,,,37.7316694580004,37.889878499998304,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,72,0,72,0,,,,,,,,,37.889878499998304,38.047611250000045,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,73,0,73,0,,,,,,,,,38.047611250000045,38.20667737500116,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,74,0,74,0,,,,,,,,,38.20667737500116,38.36427562500103,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,75,0,75,0,,,,,,,,,38.36427562500103,38.52264712499891,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,76,0,76,0,,,,,,,,,38.52264712499891,38.681117208001524,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,77,0,77,0,,,,,,,,,38.681117208001524,38.8401263329979,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,78,0,78,0,,,,,,,,,38.8401263329979,38.99767629100097,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,79,0,79,0,,,,,,,,,38.99767629100097,39.16421854099826,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,80,0,80,0,,,,,,,,,39.16421854099826,39.32324795800014,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,81,0,81,0,,,,,,,,,39.32324795800014,39.4816520409986,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,82,0,82,0,,,,,,,,,39.4816520409986,39.640365332998044,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,83,0,83,0,,,,,,,,,39.640365332998044,39.79771662499843,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,84,0,84,0,,,,,,,,,39.79771662499843,39.95674924999912,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,85,0,85,0,,,,,,,,,39.95674924999912,40.11370404099944,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,86,0,86,0,,,,,,,,,40.11370404099944,40.27347949999967,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,87,0,87,0,,,,,,,,,40.27347949999967,40.431237458000396,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,88,0,88,0,,,,,,,,,40.431237458000396,40.58994741599963,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,89,0,89,0,,,,,,,,,40.58994741599963,40.74795045800056,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,90,0,90,0,,,,,,,,,40.74795045800056,40.906755541000166,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,91,0,91,0,,,,,,,,,40.906755541000166,41.06509204100075,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,92,0,92,0,,,,,,,,,41.06509204100075,41.2231276249986,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,93,0,93,0,,,,,,,,,41.2231276249986,41.38090487500085,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,94,0,94,0,,,,,,,,,41.38090487500085,41.54843025000082,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,95,0,95,0,,,,,,,,,41.54843025000082,41.714398541000264,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,96,0,96,0,,,,,,,,,41.714398541000264,41.87305604100038,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,97,0,97,0,,,,,,,,,41.87305604100038,42.02925362499809,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,98,0,98,0,,,,,,,,,42.02925362499809,42.190206374998525,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
,,,,99,0,99,0,,,,,,,,,42.190206374998525,42.346355000001495,039822,001,2023-03-18_09h43.25.446,simple VEP,2022.2.4,None,
