1.6043 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
7.1902 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
8.5550 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

8.5561 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f93b47b7910>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f93735f9700>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.5565 	EXP 	window1: mouseVisible = True
8.5575 	EXP 	window1: mouseVisible = False
8.5576 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.5576 	EXP 	window1: recordFrameIntervals = False
8.6371 	EXP 	window1: recordFrameIntervals = True
9.4715 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

11.6994 	EXP 	Created grating1 = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, anchor='center', autoDraw=False, autoLog=True, blendmode='avg', color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, interpolate=True, mask=None, maskParams=None, name='grating1', opacity=1.0, ori=0.0, phase=array([0., 0.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([10., 10.]), size=array([1.5, 1. ]), tex='sin', texRes=128.0, units='height', win=Window(...))
11.7074 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, fillColor=array([ 1, -1, -1]), fillColorSpace='rgb', fillRGB=array([ 1, -1, -1]), interpolate=True, lineColor=array([ 1, -1, -1]), lineColorSpace='rgb', lineRGB=array([ 1, -1, -1]), lineWidth=1.0, name='fixation', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.01, 0.01]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
11.7207 	EXP 	Created grating1_2 = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, anchor='center', autoDraw=False, autoLog=True, blendmode='avg', color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, interpolate=True, mask=None, maskParams=None, name='grating1_2', opacity=1.0, ori=0.0, phase=array([0.5, 0.5]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([10., 10.]), size=array([1.5, 1. ]), tex='sin', texRes=128.0, units='height', win=Window(...))
11.7244 	EXP 	Created fixation_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, fillColor=array([ 1, -1, -1]), fillColorSpace='rgb', fillRGB=array([ 1, -1, -1]), interpolate=True, lineColor=array([ 1, -1, -1]), lineColorSpace='rgb', lineRGB=array([ 1, -1, -1]), lineWidth=1.0, name='fixation_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.01, 0.01]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
11.7265 	EXP 	Created sequence: random, trialTypes=1, nReps=75, seed=None
11.7269 	EXP 	New trial (rep=0, index=0): None
11.7443 	WARNING 	t of last frame was 2273.06ms (=1/0)
11.7443 	EXP 	grating1: autoDraw = True
11.7443 	EXP 	fixation: autoDraw = True
11.7443 	EXP 	grating1: tex = 'sin'
12.1474 	WARNING 	t of last frame was 21.90ms (=1/45)
12.2475 	WARNING 	t of last frame was 22.86ms (=1/43)
12.2475 	EXP 	grating1: autoDraw = False
12.2475 	EXP 	fixation: autoDraw = False
12.2475 	EXP 	grating1_2: autoDraw = True
12.2475 	EXP 	fixation_2: autoDraw = True
12.2475 	EXP 	grating1_2: tex = 'sin'
12.3477 	WARNING 	t of last frame was 22.37ms (=1/44)
12.4145 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
12.7260 	EXP 	New trial (rep=1, index=0): None
12.7473 	EXP 	grating1_2: autoDraw = False
12.7473 	EXP 	fixation_2: autoDraw = False
12.7473 	EXP 	grating1: autoDraw = True
12.7473 	EXP 	fixation: autoDraw = True
13.2474 	EXP 	grating1: autoDraw = False
13.2474 	EXP 	fixation: autoDraw = False
13.2474 	EXP 	grating1_2: autoDraw = True
13.2474 	EXP 	fixation_2: autoDraw = True
13.7273 	EXP 	New trial (rep=2, index=0): None
13.7383 	EXP 	grating1_2: autoDraw = False
13.7383 	EXP 	fixation_2: autoDraw = False
13.7383 	EXP 	grating1: autoDraw = True
13.7383 	EXP 	fixation: autoDraw = True
14.2399 	EXP 	grating1: autoDraw = False
14.2399 	EXP 	fixation: autoDraw = False
14.2399 	EXP 	grating1_2: autoDraw = True
14.2399 	EXP 	fixation_2: autoDraw = True
14.7350 	EXP 	New trial (rep=3, index=0): None
14.7447 	EXP 	grating1_2: autoDraw = False
14.7447 	EXP 	fixation_2: autoDraw = False
14.7447 	EXP 	grating1: autoDraw = True
14.7447 	EXP 	fixation: autoDraw = True
15.2387 	EXP 	grating1: autoDraw = False
15.2387 	EXP 	fixation: autoDraw = False
15.2387 	EXP 	grating1_2: autoDraw = True
15.2387 	EXP 	fixation_2: autoDraw = True
15.7240 	EXP 	New trial (rep=4, index=0): None
15.7332 	EXP 	grating1_2: autoDraw = False
15.7332 	EXP 	fixation_2: autoDraw = False
15.7332 	EXP 	grating1_2: autoDraw = False
15.7332 	EXP 	fixation_2: autoDraw = False
15.7332 	EXP 	grating1: autoDraw = True
15.7332 	EXP 	fixation: autoDraw = True
16.2319 	EXP 	grating1: autoDraw = False
16.2319 	EXP 	fixation: autoDraw = False
16.2319 	EXP 	grating1: autoDraw = False
16.2319 	EXP 	fixation: autoDraw = False
16.2319 	EXP 	grating1_2: autoDraw = True
16.2319 	EXP 	fixation_2: autoDraw = True
16.7172 	EXP 	New trial (rep=5, index=0): None
16.7249 	EXP 	grating1_2: autoDraw = False
16.7249 	EXP 	fixation_2: autoDraw = False
16.7249 	EXP 	grating1_2: autoDraw = False
16.7249 	EXP 	fixation_2: autoDraw = False
16.7249 	EXP 	grating1: autoDraw = True
16.7249 	EXP 	fixation: autoDraw = True
17.2154 	EXP 	grating1: autoDraw = False
17.2154 	EXP 	fixation: autoDraw = False
17.2154 	EXP 	grating1: autoDraw = False
17.2154 	EXP 	fixation: autoDraw = False
17.2154 	EXP 	grating1_2: autoDraw = True
17.2154 	EXP 	fixation_2: autoDraw = True
17.7006 	EXP 	New trial (rep=6, index=0): None
17.7059 	EXP 	grating1_2: autoDraw = False
17.7059 	EXP 	fixation_2: autoDraw = False
17.7059 	EXP 	grating1_2: autoDraw = False
17.7059 	EXP 	fixation_2: autoDraw = False
17.7225 	EXP 	grating1: autoDraw = True
17.7225 	EXP 	fixation: autoDraw = True
18.2141 	EXP 	grating1: autoDraw = False
18.2141 	EXP 	fixation: autoDraw = False
18.2141 	EXP 	grating1: autoDraw = False
18.2141 	EXP 	fixation: autoDraw = False
18.2230 	EXP 	grating1_2: autoDraw = True
18.2230 	EXP 	fixation_2: autoDraw = True
18.7166 	EXP 	New trial (rep=7, index=0): None
18.7261 	EXP 	grating1_2: autoDraw = False
18.7261 	EXP 	fixation_2: autoDraw = False
18.7261 	EXP 	grating1_2: autoDraw = False
18.7261 	EXP 	fixation_2: autoDraw = False
18.7261 	EXP 	grating1: autoDraw = True
18.7261 	EXP 	fixation: autoDraw = True
19.2244 	EXP 	grating1: autoDraw = False
19.2244 	EXP 	fixation: autoDraw = False
19.2244 	EXP 	grating1: autoDraw = False
19.2244 	EXP 	fixation: autoDraw = False
19.2244 	EXP 	grating1_2: autoDraw = True
19.2244 	EXP 	fixation_2: autoDraw = True
19.7092 	EXP 	New trial (rep=8, index=0): None
19.7169 	EXP 	grating1_2: autoDraw = False
19.7169 	EXP 	fixation_2: autoDraw = False
19.7169 	EXP 	grating1_2: autoDraw = False
19.7169 	EXP 	fixation_2: autoDraw = False
19.7169 	EXP 	grating1: autoDraw = True
19.7169 	EXP 	fixation: autoDraw = True
20.2060 	EXP 	grating1: autoDraw = False
20.2060 	EXP 	fixation: autoDraw = False
20.2060 	EXP 	grating1: autoDraw = False
20.2060 	EXP 	fixation: autoDraw = False
20.2225 	EXP 	grating1_2: autoDraw = True
20.2225 	EXP 	fixation_2: autoDraw = True
20.7068 	EXP 	New trial (rep=9, index=0): None
20.7141 	EXP 	grating1_2: autoDraw = False
20.7141 	EXP 	fixation_2: autoDraw = False
20.7141 	EXP 	grating1_2: autoDraw = False
20.7141 	EXP 	fixation_2: autoDraw = False
20.7222 	EXP 	grating1: autoDraw = True
20.7222 	EXP 	fixation: autoDraw = True
21.2247 	EXP 	grating1: autoDraw = False
21.2247 	EXP 	fixation: autoDraw = False
21.2247 	EXP 	grating1: autoDraw = False
21.2247 	EXP 	fixation: autoDraw = False
21.2247 	EXP 	grating1_2: autoDraw = True
21.2247 	EXP 	fixation_2: autoDraw = True
21.7103 	EXP 	New trial (rep=10, index=0): None
21.7190 	EXP 	grating1_2: autoDraw = False
21.7190 	EXP 	fixation_2: autoDraw = False
21.7190 	EXP 	grating1_2: autoDraw = False
21.7190 	EXP 	fixation_2: autoDraw = False
21.7190 	EXP 	grating1: autoDraw = True
21.7190 	EXP 	fixation: autoDraw = True
22.2485 	EXP 	grating1: autoDraw = False
22.2485 	EXP 	fixation: autoDraw = False
22.2485 	EXP 	grating1: autoDraw = False
22.2485 	EXP 	fixation: autoDraw = False
22.2485 	EXP 	grating1_2: autoDraw = True
22.2485 	EXP 	fixation_2: autoDraw = True
22.7271 	EXP 	New trial (rep=11, index=0): None
22.7355 	EXP 	grating1_2: autoDraw = False
22.7355 	EXP 	fixation_2: autoDraw = False
22.7355 	EXP 	grating1: autoDraw = True
22.7355 	EXP 	fixation: autoDraw = True
23.2311 	EXP 	grating1: autoDraw = False
23.2311 	EXP 	fixation: autoDraw = False
23.2311 	EXP 	grating1: autoDraw = False
23.2311 	EXP 	fixation: autoDraw = False
23.2311 	EXP 	grating1_2: autoDraw = True
23.2311 	EXP 	fixation_2: autoDraw = True
23.7171 	EXP 	New trial (rep=12, index=0): None
23.7260 	EXP 	grating1_2: autoDraw = False
23.7260 	EXP 	fixation_2: autoDraw = False
23.7260 	EXP 	grating1_2: autoDraw = False
23.7260 	EXP 	fixation_2: autoDraw = False
23.7260 	EXP 	grating1: autoDraw = True
23.7260 	EXP 	fixation: autoDraw = True
24.2484 	EXP 	grating1: autoDraw = False
24.2484 	EXP 	fixation: autoDraw = False
24.2484 	EXP 	grating1_2: autoDraw = True
24.2484 	EXP 	fixation_2: autoDraw = True
24.7336 	EXP 	New trial (rep=13, index=0): None
24.7420 	EXP 	grating1_2: autoDraw = False
24.7420 	EXP 	fixation_2: autoDraw = False
24.7420 	EXP 	grating1: autoDraw = True
24.7420 	EXP 	fixation: autoDraw = True
25.2419 	EXP 	grating1: autoDraw = False
25.2419 	EXP 	fixation: autoDraw = False
25.2419 	EXP 	grating1_2: autoDraw = True
25.2419 	EXP 	fixation_2: autoDraw = True
25.7331 	EXP 	New trial (rep=14, index=0): None
25.7413 	EXP 	grating1_2: autoDraw = False
25.7413 	EXP 	fixation_2: autoDraw = False
25.7413 	EXP 	grating1: autoDraw = True
25.7413 	EXP 	fixation: autoDraw = True
26.2415 	EXP 	grating1: autoDraw = False
26.2415 	EXP 	fixation: autoDraw = False
26.2415 	EXP 	grating1_2: autoDraw = True
26.2415 	EXP 	fixation_2: autoDraw = True
26.7333 	EXP 	New trial (rep=15, index=0): None
26.7413 	EXP 	grating1_2: autoDraw = False
26.7413 	EXP 	fixation_2: autoDraw = False
26.7413 	EXP 	grating1: autoDraw = True
26.7413 	EXP 	fixation: autoDraw = True
27.2397 	EXP 	grating1: autoDraw = False
27.2397 	EXP 	fixation: autoDraw = False
27.2397 	EXP 	grating1_2: autoDraw = True
27.2397 	EXP 	fixation_2: autoDraw = True
27.7246 	EXP 	New trial (rep=16, index=0): None
27.7323 	EXP 	grating1_2: autoDraw = False
27.7323 	EXP 	fixation_2: autoDraw = False
27.7323 	EXP 	grating1_2: autoDraw = False
27.7323 	EXP 	fixation_2: autoDraw = False
27.7323 	EXP 	grating1: autoDraw = True
