trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,grating1.started,fixation.started,grating1_2.started,fixation_2.started,grating1_2.stopped,fixation_2.stopped,grating1.stopped,fixation.stopped,participant,session,date,expName,psychopyVersion,frameRate,
20,0,20,0,31.72300845797872,31.72300845797872,32.223579166980926,32.223579166980926,32.71670158300549,32.71670158300549,32.214661000005435,32.214661000005435,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
21,0,21,0,32.71670158300549,32.71670158300549,33.223499207990244,33.223499207990244,33.716564457979985,33.716564457979985,33.20564595799078,33.20564595799078,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
22,0,22,0,33.716564457979985,33.716564457979985,34.215017042006366,34.215017042006366,34.70730941699003,34.70730941699003,34.215017042006366,34.215017042006366,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
23,0,23,0,34.7150548750069,34.7150548750069,35.22467908298131,35.22467908298131,35.71638791699661,35.71638791699661,35.2146490419982,35.2146490419982,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
24,0,24,0,35.71638791699661,35.71638791699661,36.223158791981405,36.223158791981405,36.71581579200574,36.71581579200574,36.214548207994085,36.214548207994085,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
25,0,25,0,36.71581579200574,36.71581579200574,37.22446241698344,37.22446241698344,37.73097712500021,37.73097712500021,37.20560208300594,37.20560208300594,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
26,0,26,0,37.73097712500021,37.73097712500021,38.22611254200456,38.22611254200456,38.72425083298003,38.72425083298003,38.22611254200456,38.22611254200456,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
27,0,27,0,38.72425083298003,38.72425083298003,39.21665137499804,39.21665137499804,39.71348666699487,39.71348666699487,39.21665137499804,39.21665137499804,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
28,0,28,0,39.72104949998902,39.72104949998902,40.21682229198632,40.21682229198632,40.71665466699051,40.71665466699051,40.21682229198632,40.21682229198632,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
29,0,29,0,40.71665466699051,40.71665466699051,41.223705166979926,41.223705166979926,41.71680741698947,41.71680741698947,41.205832417006604,41.205832417006604,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
30,0,30,0,41.71680741698947,41.71680741698947,42.215885457990225,42.215885457990225,42.71419508298277,42.71419508298277,42.215885457990225,42.215885457990225,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
31,0,31,0,42.721557666984154,42.721557666984154,43.22197070799302,43.22197070799302,43.71876975000487,43.71876975000487,43.21445883298293,43.21445883298293,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
32,0,32,0,43.71876975000487,43.71876975000487,44.22215512499679,44.22215512499679,44.716496957989875,44.716496957989875,44.214454125001794,44.214454125001794,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
33,0,33,0,44.716496957989875,44.716496957989875,45.21520470798714,45.21520470798714,45.708463582996046,45.708463582996046,45.21520470798714,45.21520470798714,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
34,0,34,0,45.717076333006844,45.717076333006844,46.21634791698307,46.21634791698307,46.704179207998095,46.704179207998095,46.21634791698307,46.21634791698307,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
35,0,35,0,46.72142470799736,46.72142470799736,47.231509707984515,47.231509707984515,47.72550383300404,47.72550383300404,47.231509707984515,47.231509707984515,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
36,0,36,0,47.72550383300404,47.72550383300404,48.21619262499735,48.21619262499735,48.71590241699596,48.71590241699596,48.21619262499735,48.21619262499735,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
37,0,37,0,48.71590241699596,48.71590241699596,49.22380379200331,49.22380379200331,49.71617699999479,49.71617699999479,49.20523237498128,49.20523237498128,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
38,0,38,0,49.71617699999479,49.71617699999479,50.21505170798628,50.21505170798628,50.705292166996514,50.705292166996514,50.21505170798628,50.21505170798628,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
39,0,39,0,50.72371312498581,50.72371312498581,51.222380708000856,51.222380708000856,51.72443283299799,51.72443283299799,51.222380708000856,51.222380708000856,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
40,0,40,0,51.72443283299799,51.72443283299799,52.21609691699268,52.21609691699268,52.70523445800063,52.70523445800063,52.21609691699268,52.21609691699268,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
41,0,41,0,52.724202999990666,52.724202999990666,53.22412116700434,53.22412116700434,53.72024079199764,53.72024079199764,53.22412116700434,53.22412116700434,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
42,0,42,0,53.72024079199764,53.72024079199764,54.22165316698374,54.22165316698374,54.718579292006325,54.718579292006325,54.214275457983604,54.214275457983604,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
43,0,43,0,54.718579292006325,54.718579292006325,55.215313374996185,55.215313374996185,55.70614095800556,55.70614095800556,55.215313374996185,55.215313374996185,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
44,0,44,0,55.724128000001656,55.724128000001656,56.224495500006014,56.224495500006014,56.72519037500024,56.72519037500024,56.224495500006014,56.224495500006014,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
45,0,45,0,56.72519037500024,56.72519037500024,57.223306333005894,57.223306333005894,57.714500957983546,57.714500957983546,57.223306333005894,57.223306333005894,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
46,0,46,0,57.72315616699052,57.72315616699052,58.22399366699392,58.22399366699392,58.71632312500151,58.71632312500151,58.22399366699392,58.22399366699392,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
47,0,47,0,58.71632312500151,58.71632312500151,59.21653095798683,59.21653095798683,59.71623329198337,59.71623329198337,59.21653095798683,59.21653095798683,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
48,0,48,0,59.71623329198337,59.71623329198337,60.21496625000145,60.21496625000145,60.70553129198379,60.70553129198379,60.21496625000145,60.21496625000145,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
49,0,49,0,60.72448924998753,60.72448924998753,61.21609883298515,61.21609883298515,61.71603220800171,61.71603220800171,61.21609883298515,61.21609883298515,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
50,0,50,0,61.71603220800171,61.71603220800171,62.22386249998817,62.22386249998817,62.71461008299957,62.71461008299957,62.204392249986995,62.204392249986995,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
51,0,51,0,62.72367116698297,62.72367116698297,63.231614999996964,63.231614999996964,63.72533662497881,63.72533662497881,63.231614999996964,63.231614999996964,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
52,0,52,0,63.72533662497881,63.72533662497881,64.22391595799127,64.22391595799127,64.71984008298023,64.71984008298023,64.22391595799127,64.22391595799127,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
53,0,53,0,64.71984008298023,64.71984008298023,65.21647408299032,65.21647408299032,66.25200945799588,66.25200945799588,65.21647408299032,65.21647408299032,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
54,0,54,0,,,66.25200945799588,66.25200945799588,,,,,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
55,0,55,0,66.74867899998208,66.74867899998208,67.23523154199938,67.23523154199938,67.72863445800613,67.72863445800613,,,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
56,0,56,0,67.72863445800613,67.72863445800613,68.2236422499991,68.2236422499991,68.72191841699532,68.72191841699532,68.2236422499991,68.2236422499991,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
57,0,57,0,68.72191841699532,68.72191841699532,69.21628999998211,69.21628999998211,69.70703458299977,69.70703458299977,69.21628999998211,69.21628999998211,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
58,0,58,0,69.715929375001,69.715929375001,70.22354229199118,70.22354229199118,70.71720108299633,70.71720108299633,70.20559279198642,70.20559279198642,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
59,0,59,0,70.71720108299633,70.71720108299633,71.2152352919802,71.2152352919802,71.7073299579788,71.7073299579788,71.2152352919802,71.2152352919802,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
60,0,60,0,71.71518533298513,71.71518533298513,72.22453658300219,72.22453658300219,72.71619258300052,72.71619258300052,72.20560104199103,72.20560104199103,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
61,0,61,0,72.71619258300052,72.71619258300052,73.231878666993,73.231878666993,,,73.21517624999979,73.21517624999979,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
62,0,62,0,73.74825083298492,73.74825083298492,74.24143329198705,74.24143329198705,,,,,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
63,0,63,0,74.74217070799205,74.74217070799205,75.23322691698559,75.23322691698559,75.7261997500027,75.7261997500027,,,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
64,0,64,0,75.7261997500027,75.7261997500027,76.22510412498377,76.22510412498377,76.71967883300385,76.71967883300385,76.22510412498377,76.22510412498377,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
65,0,65,0,76.71967883300385,76.71967883300385,77.22356645797845,77.22356645797845,77.72534304199507,77.72534304199507,77.21474154200405,77.21474154200405,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
66,0,66,0,77.72534304199507,77.72534304199507,78.23548937498708,78.23548937498708,78.73271716700401,78.73271716700401,,,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
67,0,67,0,78.73271716700401,78.73271716700401,79.22489545799908,79.22489545799908,79.72174024998094,79.72174024998094,79.22489545799908,79.22489545799908,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
68,0,68,0,79.72174024998094,79.72174024998094,80.21814970800187,80.21814970800187,80.71636220798246,80.71636220798246,80.21814970800187,80.21814970800187,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
69,0,69,0,80.71636220798246,80.71636220798246,81.22252933299751,81.22252933299751,81.71592966699973,81.71592966699973,81.20524783298606,81.20524783298606,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
70,0,70,0,81.71592966699973,81.71592966699973,82.3702139169909,82.3702139169909,,,,,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
71,0,71,0,82.74131625000155,82.74131625000155,83.2324497079826,83.2324497079826,,,83.2324497079826,83.2324497079826,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
72,0,72,0,83.74303149999469,83.74303149999469,84.24210687499726,84.24210687499726,,,,,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
73,0,73,0,84.74129233299755,84.74129233299755,85.24163166698418,85.24163166698418,,,,,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
74,0,74,0,85.74246820798726,85.74246820798726,86.2410590829968,86.2410590829968,,,,,994804,001,2023-02-26_11h24.33.457,simple VEP,2022.2.4,None,
