trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,fixation.started,image.stopped,fixation.stopped,image_2.started,fixation_2.started,image_2.stopped,fixation_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,10.468862583002192,10.468862583002192,10.64149308299966,10.64149308299966,10.64149308299966,10.64149308299966,10.804686916002538,10.804686916002538,448543,001,2023-03-17_11h56.51.503,simple VEP,2022.2.4,None,
1,0,1,0,10.804686916002538,10.804686916002538,10.965017832997546,10.965017832997546,10.965017832997546,10.965017832997546,11.1212440829986,11.1212440829986,448543,001,2023-03-17_11h56.51.503,simple VEP,2022.2.4,None,
2,0,2,0,11.1212440829986,11.1212440829986,11.281340540997917,11.281340540997917,11.281340540997917,11.281340540997917,11.438093958000536,11.438093958000536,448543,001,2023-03-17_11h56.51.503,simple VEP,2022.2.4,None,
3,0,3,0,11.438093958000536,11.438093958000536,11.59831737499917,11.59831737499917,11.59831737499917,11.59831737499917,11.756476250004198,11.756476250004198,448543,001,2023-03-17_11h56.51.503,simple VEP,2022.2.4,None,
4,0,4,0,11.756476250004198,11.756476250004198,11.921208332998503,11.921208332998503,11.921208332998503,11.921208332998503,12.081378957998822,12.081378957998822,448543,001,2023-03-17_11h56.51.503,simple VEP,2022.2.4,None,
5,0,5,0,12.081378957998822,12.081378957998822,12.237549666002451,12.237549666002451,12.237549666002451,12.237549666002451,12.398233125000843,12.398233125000843,448543,001,2023-03-17_11h56.51.503,simple VEP,2022.2.4,None,
6,0,6,0,12.398233125000843,12.398233125000843,12.554671625002811,12.554671625002811,12.554671625002811,12.554671625002811,12.714908041001763,12.714908041001763,448543,001,2023-03-17_11h56.51.503,simple VEP,2022.2.4,None,
7,0,7,0,12.714908041001763,12.714908041001763,12.871041083002638,12.871041083002638,12.871041083002638,12.871041083002638,13.031534291003481,13.031534291003481,448543,001,2023-03-17_11h56.51.503,simple VEP,2022.2.4,None,
8,0,8,0,13.031534291003481,13.031534291003481,13.187855500000296,13.187855500000296,13.187855500000296,13.187855500000296,13.348025708000932,13.348025708000932,448543,001,2023-03-17_11h56.51.503,simple VEP,2022.2.4,None,
9,0,9,0,13.348025708000932,13.348025708000932,13.504760625000927,13.504760625000927,13.504760625000927,13.504760625000927,13.664772707998054,13.664772707998054,448543,001,2023-03-17_11h56.51.503,simple VEP,2022.2.4,None,
10,0,10,0,13.664772707998054,13.664772707998054,13.820207875003689,13.820207875003689,13.820207875003689,13.820207875003689,13.981426666003244,13.981426666003244,448543,001,2023-03-17_11h56.51.503,simple VEP,2022.2.4,None,
11,0,11,0,13.981426666003244,13.981426666003244,14.138006875000428,14.138006875000428,14.138006875000428,14.138006875000428,14.298152625000512,14.298152625000512,448543,001,2023-03-17_11h56.51.503,simple VEP,2022.2.4,None,
12,0,12,0,14.298152625000512,14.298152625000512,14.453680791004444,14.453680791004444,14.453680791004444,14.453680791004444,14.614919958003156,14.614919958003156,448543,001,2023-03-17_11h56.51.503,simple VEP,2022.2.4,None,
13,0,13,0,14.614919958003156,14.614919958003156,14.771866458002478,14.771866458002478,14.771866458002478,14.771866458002478,14.931380750000244,14.931380750000244,448543,001,2023-03-17_11h56.51.503,simple VEP,2022.2.4,None,
,,,,14.931380750000244,14.931380750000244,15.11452204100351,15.11452204100351,15.11452204100351,15.11452204100351,,,,,,,,,
