1.6186 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
6.6023 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
8.0480 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

8.0491 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fb08cdceb80>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fb02cf69550>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.0496 	EXP 	window1: mouseVisible = True
8.0509 	EXP 	window1: mouseVisible = False
8.0509 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.0510 	EXP 	window1: recordFrameIntervals = False
8.1357 	EXP 	window1: recordFrameIntervals = True
8.9648 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

11.6953 	EXP 	Created stimulus = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='stimulus', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
11.7021 	EXP 	Created blank = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([0.00392157, 0.00392157, 0.00392157]), fillColorSpace='rgb', fillRGB=array([0.00392157, 0.00392157, 0.00392157]), interpolate=True, lineColor=array([0.00392157, 0.00392157, 0.00392157]), lineColorSpace='rgb', lineRGB=array([0.00392157, 0.00392157, 0.00392157]), lineWidth=1.0, name='blank', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
11.7093 	EXP 	Imported StimList.xlsx as conditions, 8 conditions, 2 params
11.7113 	EXP 	Created sequence: random, trialTypes=8, nReps=10, seed=None
11.7116 	EXP 	New trial (rep=0, index=0): {'color': 'white', 'trigger': 1}
11.7213 	WARNING 	t of last frame was 2756.83ms (=1/0)
11.7213 	EXP 	stimulus: fillColor = <psychopy.colors.Color: white, alpha=1.0>
11.7213 	EXP 	stimulus: borderColor = <psychopy.colors.Color: white, alpha=1.0>
11.7213 	EXP 	stimulus: autoDraw = True
11.9639 	EXP 	stimulus: autoDraw = False
11.9639 	EXP 	blank: autoDraw = True
12.9491 	EXP 	New trial (rep=0, index=1): {'color': 'gray', 'trigger': 2}
12.9581 	EXP 	blank: autoDraw = False
12.9581 	EXP 	blank: autoDraw = False
12.9581 	EXP 	stimulus: fillColor = <psychopy.colors.Color: gray, alpha=1.0>
12.9581 	EXP 	stimulus: borderColor = <psychopy.colors.Color: gray, alpha=1.0>
12.9581 	EXP 	stimulus: autoDraw = True
13.1980 	EXP 	stimulus: autoDraw = False
13.1980 	EXP 	stimulus: autoDraw = False
13.1980 	EXP 	blank: autoDraw = True
14.1826 	EXP 	New trial (rep=0, index=2): {'color': 'gray', 'trigger': 2}
14.1907 	EXP 	blank: autoDraw = False
14.1907 	EXP 	blank: autoDraw = False
14.1907 	EXP 	stimulus: fillColor = <psychopy.colors.Color: gray, alpha=1.0>
14.1907 	EXP 	stimulus: borderColor = <psychopy.colors.Color: gray, alpha=1.0>
14.1970 	EXP 	stimulus: autoDraw = True
14.4406 	EXP 	stimulus: autoDraw = False
14.4406 	EXP 	stimulus: autoDraw = False
14.4471 	EXP 	blank: autoDraw = True
15.4319 	EXP 	New trial (rep=0, index=3): {'color': 'gray', 'trigger': 2}
15.4400 	EXP 	blank: autoDraw = False
15.4400 	EXP 	blank: autoDraw = False
15.4400 	EXP 	stimulus: fillColor = <psychopy.colors.Color: gray, alpha=1.0>
15.4400 	EXP 	stimulus: borderColor = <psychopy.colors.Color: gray, alpha=1.0>
15.4460 	EXP 	stimulus: autoDraw = True
15.6909 	EXP 	stimulus: autoDraw = False
15.6909 	EXP 	stimulus: autoDraw = False
15.6977 	EXP 	blank: autoDraw = True
16.6823 	EXP 	New trial (rep=0, index=4): {'color': 'white', 'trigger': 1}
16.6905 	EXP 	blank: autoDraw = False
16.6905 	EXP 	blank: autoDraw = False
16.6905 	EXP 	stimulus: fillColor = <psychopy.colors.Color: white, alpha=1.0>
16.6905 	EXP 	stimulus: borderColor = <psychopy.colors.Color: white, alpha=1.0>
16.6972 	EXP 	stimulus: autoDraw = True
16.9409 	EXP 	stimulus: autoDraw = False
16.9409 	EXP 	stimulus: autoDraw = False
16.9476 	EXP 	blank: autoDraw = True
17.9317 	EXP 	New trial (rep=0, index=5): {'color': 'white', 'trigger': 1}
17.9406 	EXP 	blank: autoDraw = False
17.9406 	EXP 	blank: autoDraw = False
17.9406 	EXP 	stimulus: fillColor = <psychopy.colors.Color: white, alpha=1.0>
17.9406 	EXP 	stimulus: borderColor = <psychopy.colors.Color: white, alpha=1.0>
17.9474 	EXP 	stimulus: autoDraw = True
18.1910 	EXP 	stimulus: autoDraw = False
18.1910 	EXP 	stimulus: autoDraw = False
18.1980 	EXP 	blank: autoDraw = True
19.1814 	EXP 	New trial (rep=0, index=6): {'color': 'white', 'trigger': 1}
19.1900 	EXP 	blank: autoDraw = False
19.1900 	EXP 	blank: autoDraw = False
19.1900 	EXP 	stimulus: fillColor = <psychopy.colors.Color: white, alpha=1.0>
19.1900 	EXP 	stimulus: borderColor = <psychopy.colors.Color: white, alpha=1.0>
19.1960 	EXP 	stimulus: autoDraw = True
19.4409 	EXP 	stimulus: autoDraw = False
19.4409 	EXP 	stimulus: autoDraw = False
19.4476 	EXP 	blank: autoDraw = True
20.4318 	EXP 	New trial (rep=0, index=7): {'color': 'gray', 'trigger': 2}
20.4405 	EXP 	blank: autoDraw = False
20.4405 	EXP 	blank: autoDraw = False
20.4405 	EXP 	stimulus: fillColor = <psychopy.colors.Color: gray, alpha=1.0>
20.4405 	EXP 	stimulus: borderColor = <psychopy.colors.Color: gray, alpha=1.0>
20.4473 	EXP 	stimulus: autoDraw = True
20.6909 	EXP 	stimulus: autoDraw = False
20.6909 	EXP 	stimulus: autoDraw = False
20.6984 	EXP 	blank: autoDraw = True
21.6922 	EXP 	New trial (rep=1, index=0): {'color': 'gray', 'trigger': 2}
21.7000 	EXP 	blank: autoDraw = False
21.7000 	EXP 	blank: autoDraw = False
21.7000 	EXP 	stimulus: fillColor = <psychopy.colors.Color: gray, alpha=1.0>
21.7000 	EXP 	stimulus: borderColor = <psychopy.colors.Color: gray, alpha=1.0>
21.7000 	EXP 	stimulus: autoDraw = True
21.9481 	EXP 	stimulus: autoDraw = False
21.9481 	EXP 	stimulus: autoDraw = False
21.9481 	EXP 	blank: autoDraw = True
22.9319 	EXP 	New trial (rep=1, index=1): {'color': 'gray', 'trigger': 2}
22.9405 	EXP 	blank: autoDraw = False
22.9405 	EXP 	blank: autoDraw = False
22.9405 	EXP 	stimulus: fillColor = <psychopy.colors.Color: gray, alpha=1.0>
22.9405 	EXP 	stimulus: borderColor = <psychopy.colors.Color: gray, alpha=1.0>
22.9474 	EXP 	stimulus: autoDraw = True
23.1909 	EXP 	stimulus: autoDraw = False
23.1909 	EXP 	stimulus: autoDraw = False
23.1976 	EXP 	blank: autoDraw = True
24.1817 	EXP 	New trial (rep=1, index=2): {'color': 'white', 'trigger': 1}
24.1905 	EXP 	blank: autoDraw = False
24.1905 	EXP 	blank: autoDraw = False
24.1905 	EXP 	stimulus: fillColor = <psychopy.colors.Color: white, alpha=1.0>
24.1905 	EXP 	stimulus: borderColor = <psychopy.colors.Color: white, alpha=1.0>
24.1967 	EXP 	stimulus: autoDraw = True
24.4408 	EXP 	stimulus: autoDraw = False
24.4408 	EXP 	stimulus: autoDraw = False
24.4469 	EXP 	blank: autoDraw = True
25.4315 	EXP 	New trial (rep=1, index=3): {'color': 'white', 'trigger': 1}
25.4405 	EXP 	blank: autoDraw = False
25.4405 	EXP 	blank: autoDraw = False
25.4405 	EXP 	stimulus: fillColor = <psychopy.colors.Color: white, alpha=1.0>
25.4405 	EXP 	stimulus: borderColor = <psychopy.colors.Color: white, alpha=1.0>
25.4463 	EXP 	stimulus: autoDraw = True
25.6909 	EXP 	stimulus: autoDraw = False
25.6909 	EXP 	stimulus: autoDraw = False
25.6975 	EXP 	blank: autoDraw = True
26.6817 	EXP 	New trial (rep=1, index=4): {'color': 'white', 'trigger': 1}
26.6906 	EXP 	blank: autoDraw = False
26.6906 	EXP 	blank: autoDraw = False
26.6906 	EXP 	stimulus: fillColor = <psychopy.colors.Color: white, alpha=1.0>
26.6906 	EXP 	stimulus: borderColor = <psychopy.colors.Color: white, alpha=1.0>
26.6970 	EXP 	stimulus: autoDraw = True
26.9409 	EXP 	stimulus: autoDraw = False
26.9409 	EXP 	stimulus: autoDraw = False
26.9474 	EXP 	blank: autoDraw = True
27.9319 	EXP 	New trial (rep=1, index=5): {'color': 'white', 'trigger': 1}
27.9405 	EXP 	blank: autoDraw = False
27.9405 	EXP 	blank: autoDraw = False
27.9405 	EXP 	stimulus: fillColor = <psychopy.colors.Color: white, alpha=1.0>
27.9405 	EXP 	stimulus: borderColor = <psychopy.colors.Color: white, alpha=1.0>
27.9473 	EXP 	stimulus: autoDraw = True
28.1909 	EXP 	stimulus: autoDraw = False
28.1909 	EXP 	stimulus: autoDraw = False
28.1976 	EXP 	blank: autoDraw = True
29.1817 	EXP 	New trial (rep=1, index=6): {'color': 'gray', 'trigger': 2}
29.1906 	EXP 	blank: autoDraw = False
29.1906 	EXP 	blank: autoDraw = False
29.1906 	EXP 	stimulus: fillColor = <psychopy.colors.Color: gray, alpha=1.0>
29.1906 	EXP 	stimulus: borderColor = <psychopy.colors.Color: gray, alpha=1.0>
29.1973 	EXP 	stimulus: autoDraw = True
29.4409 	EXP 	stimulus: autoDraw = False
29.4409 	EXP 	stimulus: autoDraw = False
29.4474 	EXP 	blank: autoDraw = True
30.4327 	EXP 	New trial (rep=1, index=7): {'color': 'gray', 'trigger': 2}
30.4408 	EXP 	blank: autoDraw = False
30.4408 	EXP 	blank: autoDraw = False
30.4408 	EXP 	stimulus: fillColor = <psychopy.colors.Color: gray, alpha=1.0>
30.4408 	EXP 	stimulus: borderColor = <psychopy.colors.Color: gray, alpha=1.0>
