color,trigger,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus.started,blank.started,blank.stopped,stimulus.stopped,participant,session,date,expName,psychopyVersion,frameRate,
gray,2,1,6,14,7,29.54296791701927,29.793941375013674,30.78709870800958,29.78743970801588,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,1,7,15,0,30.793213333003223,31.043249000009382,32.037159083003644,31.03750645800028,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,2,0,16,1,32.0430482920201,32.2934797500202,33.28706879200763,32.28742329200031,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,2,1,17,3,33.292989583016606,33.54325329200947,34.53703516701353,33.537283458019374,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,2,2,18,7,34.5428219170135,34.79514420800842,35.796627917006845,34.787930292019155,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,2,3,19,6,35.796627917006845,36.04417370801093,37.04623229202116,36.04417370801093,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,2,4,20,2,37.04623229202116,37.30437704201904,38.29678920801962,37.30437704201904,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,2,5,21,5,38.29678920801962,38.54508104201523,39.53708441701019,38.54508104201523,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,2,6,22,0,39.54281762501341,39.79370629199548,40.78720595801133,39.78772045799997,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,2,7,23,4,40.79338833299698,41.043601708021015,42.03732783300802,41.03767200000584,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,3,0,24,4,42.04372320801485,42.29444691701792,43.29634279201855,42.28746300001512,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,3,1,25,7,43.29634279201855,43.544956708006794,44.546341042005224,43.544956708006794,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,3,2,26,0,44.546341042005224,44.79367091701715,45.78716320800595,44.79367091701715,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,3,3,27,2,45.792733417009,46.04396379200625,47.03741975000594,46.03739370801486,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,3,4,28,5,47.043312249996234,47.29499016699265,48.28713408301701,47.28778250000323,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,3,5,29,3,48.29313325000112,48.54383241699543,49.53725316701457,48.53770158300176,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,3,6,30,1,49.543425625015516,49.79349679200095,50.78719775000354,49.78749191699899,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,3,7,31,6,50.79395779201877,51.04430887501803,52.037166583002545,51.03764754201984,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,4,0,32,5,52.04277299999376,52.29371150000952,53.28737545799231,52.28770733301644,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,4,1,33,7,53.29360495801666,53.5435044580081,54.53747537499294,53.537546083010966,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,4,2,34,4,54.543259917001706,54.79441508301534,55.78718949999893,54.78780887500034,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,4,3,35,6,55.79380558300181,56.04353450000053,57.0374114169972,56.03777704201639,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,4,4,36,2,57.04325670801336,57.28717016699375,58.279925625014585,57.28717016699375,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,4,5,37,1,58.28725145800854,58.54417345800903,59.53740504200687,58.52792687501642,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,4,6,38,0,59.543555083015235,59.79381283299881,60.787206625012914,59.78792066700407,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,4,7,39,3,60.793282625003485,61.04478041699622,62.03729737500544,61.03755558299599,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,5,0,40,4,62.042874583014054,62.2933820830076,63.28735625001718,62.28749354201136,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,5,1,41,2,63.29359787501744,63.54452458300511,64.53729079201003,63.537927083001705,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,5,2,42,1,64.54352395801106,64.79395291701076,65.78756850000354,64.7879621250031,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,5,3,43,0,65.79334462500992,66.04433904201142,67.0374798749981,66.03796700001112,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,5,4,44,6,67.04344187499373,67.29433995799627,68.2872342079936,67.28799791701022,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,5,5,45,7,68.29303195801913,68.54431724999449,69.53753633299493,68.53796287500882,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,5,6,46,3,69.54435570799978,69.79384308299632,70.78763091700966,69.78798162500607,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,5,7,47,5,70.79351474999567,71.04417762500816,72.03746424999554,71.03767304201028,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,6,0,48,6,72.04378995799925,72.29535991701414,73.29579758300679,72.28822420799406,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,6,1,49,0,73.29579758300679,73.544439624995,74.5376058749971,73.544439624995,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,6,2,50,7,74.5433392499981,74.7936563330004,75.78752524999436,74.7877093749994,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,6,3,51,3,75.79442858300172,76.0446865830163,77.03747008301434,76.03782587501337,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,6,4,52,5,77.04370591699262,77.29488887501066,78.28742070801673,77.2877023750043,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,6,5,53,2,78.29362445801962,78.54392679201555,79.5377260830137,78.53807987499749,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,6,6,54,4,79.54347541701281,79.79521704200306,80.79661462499644,79.78826645799563,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,6,7,55,1,80.79661462499644,81.04460083300364,82.04650395800127,81.04460083300364,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,7,0,56,4,82.04650395800127,82.29492225000286,83.28744283301057,82.29492225000286,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,7,1,57,1,83.29371720799827,83.53694316701149,84.53024795799865,83.53694316701149,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,7,2,58,6,84.53766045800876,84.79475604201434,85.7874593330198,84.77814529201714,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,7,3,59,3,85.79354041701299,86.04432770801941,87.04622537500109,86.03786500002025,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,7,4,60,7,87.04622537500109,87.29504370799987,88.28764075000072,87.29504370799987,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,7,5,61,0,88.29339495801833,88.54367758301669,89.53747804200975,88.53777412499767,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,7,6,62,5,89.54354179199436,89.78737658300088,90.7798654170183,89.78737658300088,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,7,7,63,2,90.78748345799977,91.04368487501051,92.03760916701867,91.02775166701758,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,8,0,64,3,92.04351899999892,92.29419045799295,93.28746954200324,92.28806862499914,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,8,1,65,1,93.29316004199791,93.54460216700681,94.53747929201927,93.53815204201965,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,8,2,66,0,94.54307287500706,94.79454291702132,95.7874675829953,94.78818666702136,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,8,3,67,7,95.79328258300666,96.04484666700591,97.0375091250171,96.0381156670046,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,8,4,68,5,97.04375304200221,97.29447970801266,98.2877911250107,97.2878970830061,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,8,5,69,6,98.29357000000891,98.54379433300346,99.5376278750191,98.53790204200777,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,8,6,70,4,99.54317391701625,99.79461558299954,100.78761475000647,99.78810266699293,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,8,7,71,2,100.79385625000577,101.04556145801325,102.04707125001005,101.03844391700113,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,9,0,72,0,102.04707125001005,102.29534258300555,103.29648116699536,102.29534258300555,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,9,1,73,3,103.29648116699536,103.54516329200123,104.5475533750141,103.54516329200123,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,9,2,74,2,104.5475533750141,104.79465466699912,105.78771237499313,104.79465466699912,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,9,3,75,7,105.7939105000114,106.04460470800404,107.03759295801865,106.03822195800603,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,9,4,76,5,107.04351008299273,107.29508383301436,108.28762270801235,107.28832474999945,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
white,1,9,5,77,1,108.29321741699823,108.54485429200577,109.53761908301385,108.53809437502059,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,9,6,78,4,109.54369258301449,109.79445570800453,110.78763083301601,109.78834379199543,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
gray,2,9,7,79,6,110.79373429200496,111.04407237499254,112.038197707996,111.03828199999407,744268,001,2023-02-09_17h06.59.820,simple VEP,2022.2.4,None,
