trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,fixation.started,image.stopped,fixation.stopped,image_2.started,fixation_2.started,image_2.stopped,fixation_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,11.363142583002627,11.363142583002627,11.544948875001865,11.544948875001865,11.544948875001865,11.544948875001865,11.711501333000342,11.711501333000342,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
1,0,1,0,11.711501333000342,11.711501333000342,11.87037845800296,11.87037845800296,11.87037845800296,11.87037845800296,12.03065429200069,12.03065429200069,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
2,0,2,0,12.03065429200069,12.03065429200069,12.194375625000248,12.194375625000248,12.194375625000248,12.194375625000248,12.366825458000676,12.366825458000676,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
3,0,3,0,12.366825458000676,12.366825458000676,12.535465750002913,12.535465750002913,12.535465750002913,12.535465750002913,12.701743917001295,12.701743917001295,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
4,0,4,0,12.701743917001295,12.701743917001295,12.863015500002803,12.863015500002803,12.863015500002803,12.863015500002803,13.033392083001672,13.033392083001672,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
5,0,5,0,13.033392083001672,13.033392083001672,13.203681625000172,13.203681625000172,13.203681625000172,13.203681625000172,13.36265395800001,13.36265395800001,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
6,0,6,0,13.36265395800001,13.36265395800001,13.525481250002485,13.525481250002485,13.525481250002485,13.525481250002485,13.6874890830004,13.6874890830004,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
7,0,7,0,13.6874890830004,13.6874890830004,13.854097208000894,13.854097208000894,13.854097208000894,13.854097208000894,14.017471333001595,14.017471333001595,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
8,0,8,0,14.017471333001595,14.017471333001595,14.189951874999679,14.189951874999679,14.189951874999679,14.189951874999679,14.363001417001215,14.363001417001215,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
9,0,9,0,14.363001417001215,14.363001417001215,14.528340583001409,14.528340583001409,14.528340583001409,14.528340583001409,14.695524083002965,14.695524083002965,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
10,0,10,0,14.695524083002965,14.695524083002965,14.857003749999421,14.857003749999421,14.857003749999421,14.857003749999421,15.02634954200039,15.02634954200039,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
11,0,11,0,15.02634954200039,15.02634954200039,15.189626958002918,15.189626958002918,15.189626958002918,15.189626958002918,15.358940125002846,15.358940125002846,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
12,0,12,0,15.358940125002846,15.358940125002846,15.52002933300173,15.52002933300173,15.52002933300173,15.52002933300173,15.687674000000698,15.687674000000698,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
13,0,13,0,15.687674000000698,15.687674000000698,15.862495083001704,15.862495083001704,15.862495083001704,15.862495083001704,16.027610832999926,16.027610832999926,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
14,0,14,0,16.027610832999926,16.027610832999926,16.18622504200175,16.18622504200175,16.18622504200175,16.18622504200175,16.352388999999675,16.352388999999675,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
15,0,15,0,16.352388999999675,16.352388999999675,16.51240154200059,16.51240154200059,16.51240154200059,16.51240154200059,16.685088083002483,16.685088083002483,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
16,0,16,0,16.685088083002483,16.685088083002483,16.84423579199938,16.84423579199938,16.84423579199938,16.84423579199938,17.010988250000082,17.010988250000082,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
17,0,17,0,17.010988250000082,17.010988250000082,17.17269041700274,17.17269041700274,17.17269041700274,17.17269041700274,17.33561304199975,17.33561304199975,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
18,0,18,0,17.33561304199975,17.33561304199975,17.502191208001022,17.502191208001022,17.502191208001022,17.502191208001022,17.67029150000235,17.67029150000235,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
19,0,19,0,17.67029150000235,17.67029150000235,17.852075000002515,17.852075000002515,17.852075000002515,17.852075000002515,18.015269292001904,18.015269292001904,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
20,0,20,0,18.015269292001904,18.015269292001904,18.18163354200078,18.18163354200078,18.18163354200078,18.18163354200078,18.343967958000576,18.343967958000576,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
21,0,21,0,18.343967958000576,18.343967958000576,18.504745125002955,18.504745125002955,18.504745125002955,18.504745125002955,18.6712317920028,18.6712317920028,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
22,0,22,0,18.6712317920028,18.6712317920028,18.84046679200037,18.84046679200037,18.84046679200037,18.84046679200037,19.009671499999968,19.009671499999968,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
23,0,23,0,19.009671499999968,19.009671499999968,19.173794417001773,19.173794417001773,19.173794417001773,19.173794417001773,19.336601125000016,19.336601125000016,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
24,0,24,0,19.336601125000016,19.336601125000016,19.496088542000507,19.496088542000507,19.496088542000507,19.496088542000507,19.668486958002177,19.668486958002177,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
25,0,25,0,19.668486958002177,19.668486958002177,19.83477204200244,19.83477204200244,19.83477204200244,19.83477204200244,20.002110708002874,20.002110708002874,840749,001,2023-03-18_09h08.12.637,simple VEP,2022.2.4,None,
