trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,image.started,fixation.started,image.stopped,fixation.stopped,image_2.started,fixation_2.started,image_2.stopped,fixation_2.stopped,newfix.started,newfix.stopped,participant,session,date,expName,psychopyVersion,frameRate,
18,0,18,0,,,,,15.585519750002277,15.585519750002277,15.750697250001394,15.750697250001394,15.750697250001394,15.750697250001394,15.916861291003443,15.916861291003443,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
19,0,19,0,,,,,15.916861291003443,15.916861291003443,16.079991375001555,16.079991375001555,16.079991375001555,16.079991375001555,16.245261416002904,16.245261416002904,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
20,0,20,0,,,,,16.245261416002904,16.245261416002904,16.415460041000188,16.415460041000188,16.415460041000188,16.415460041000188,16.57708475000254,16.57708475000254,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
21,0,21,0,,,,,16.57708475000254,16.57708475000254,16.745807958002842,16.745807958002842,16.745807958002842,16.745807958002842,16.90893550000328,16.90893550000328,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
22,0,22,0,,,,,16.90893550000328,16.90893550000328,17.07165516600071,17.07165516600071,17.07165516600071,17.07165516600071,17.244636208000884,17.244636208000884,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
23,0,23,0,,,,,17.244636208000884,17.244636208000884,17.407916750002187,17.407916750002187,17.407916750002187,17.407916750002187,17.577396291002515,17.577396291002515,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
24,0,24,0,,,,,17.577396291002515,17.577396291002515,17.744598041001154,17.744598041001154,17.744598041001154,17.744598041001154,17.90865662500073,17.90865662500073,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
25,0,25,0,,,,,17.90865662500073,17.90865662500073,18.07805512500272,18.07805512500272,18.07805512500272,18.07805512500272,18.242860458001815,18.242860458001815,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
26,0,26,0,,,,,18.242860458001815,18.242860458001815,18.40500929100017,18.40500929100017,18.40500929100017,18.40500929100017,18.57331545800116,18.57331545800116,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
27,0,27,0,,,,,18.57331545800116,18.57331545800116,18.734763041000406,18.734763041000406,18.734763041000406,18.734763041000406,18.900835750002443,18.900835750002443,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
28,0,28,0,,,,,18.900835750002443,18.900835750002443,19.07188329100245,19.07188329100245,19.07188329100245,19.07188329100245,19.232234583003446,19.232234583003446,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
29,0,29,0,,,,,19.232234583003446,19.232234583003446,19.397882250003022,19.397882250003022,19.397882250003022,19.397882250003022,19.570723916000134,19.570723916000134,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
30,0,30,0,,,,,19.570723916000134,19.570723916000134,19.743759833003423,19.743759833003423,19.743759833003423,19.743759833003423,19.911827040999924,19.911827040999924,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
31,0,31,0,,,,,19.911827040999924,19.911827040999924,20.072489041001973,20.072489041001973,20.072489041001973,20.072489041001973,20.238860875000682,20.238860875000682,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
32,0,32,0,,,,,20.238860875000682,20.238860875000682,20.407286916000885,20.407286916000885,20.407286916000885,20.407286916000885,20.57400908300042,20.57400908300042,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
33,0,33,0,,,,,20.57400908300042,20.57400908300042,20.73743800000011,20.73743800000011,20.73743800000011,20.73743800000011,20.90560600000026,20.90560600000026,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
34,0,34,0,,,,,20.90560600000026,20.90560600000026,21.06441854100194,21.06441854100194,21.06441854100194,21.06441854100194,21.228271208001388,21.228271208001388,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
35,0,35,0,,,,,21.228271208001388,21.228271208001388,21.398441041001206,21.398441041001206,21.398441041001206,21.398441041001206,21.55870883300304,21.55870883300304,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
36,0,36,0,,,,,21.55870883300304,21.55870883300304,21.721896333001496,21.721896333001496,21.721896333001496,21.721896333001496,21.88523666600304,21.88523666600304,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
37,0,37,0,,,,,21.88523666600304,21.88523666600304,22.045905416001915,22.045905416001915,22.045905416001915,22.045905416001915,22.210089625001274,22.210089625001274,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
38,0,38,0,,,,,22.210089625001274,22.210089625001274,22.37768366599994,22.37768366599994,22.37768366599994,22.37768366599994,22.538069250000262,22.538069250000262,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
39,0,39,0,,,,,22.538069250000262,22.538069250000262,22.69663229100115,22.69663229100115,22.69663229100115,22.69663229100115,22.854900291000376,22.854900291000376,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
40,0,40,0,,,,,22.854900291000376,22.854900291000376,23.011886457999935,23.011886457999935,23.011886457999935,23.011886457999935,23.172723375002533,23.172723375002533,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
41,0,41,0,,,,,23.172723375002533,23.172723375002533,23.329273541003204,23.329273541003204,23.329273541003204,23.329273541003204,23.4948624580029,23.4948624580029,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
42,0,42,0,,,,,23.4948624580029,23.4948624580029,23.65456604100109,23.65456604100109,23.65456604100109,23.65456604100109,23.828430916000798,23.828430916000798,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
43,0,43,0,,,,,23.828430916000798,23.828430916000798,23.994687375001376,23.994687375001376,23.994687375001376,23.994687375001376,24.158994708002865,24.158994708002865,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
44,0,44,0,,,,,24.158994708002865,24.158994708002865,24.32138325000051,24.32138325000051,24.32138325000051,24.32138325000051,24.486126708001393,24.486126708001393,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
45,0,45,0,,,,,24.486126708001393,24.486126708001393,24.651015666000603,24.651015666000603,24.651015666000603,24.651015666000603,24.81324987500193,24.81324987500193,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
46,0,46,0,,,,,24.81324987500193,24.81324987500193,24.976027541000803,24.976027541000803,24.976027541000803,24.976027541000803,25.144424625003012,25.144424625003012,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
47,0,47,0,,,,,25.144424625003012,25.144424625003012,25.311780916003045,25.311780916003045,25.311780916003045,25.311780916003045,25.477744791001896,25.477744791001896,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
48,0,48,0,,,,,25.477744791001896,25.477744791001896,25.638227916002506,25.638227916002506,25.638227916002506,25.638227916002506,25.802159916001983,25.802159916001983,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
49,0,49,0,,,,,25.802159916001983,25.802159916001983,25.96697525000127,25.96697525000127,25.96697525000127,25.96697525000127,26.139531083001202,26.139531083001202,,,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,0,0,0,0,,,,,,,,,26.139531083001202,26.30036529100107,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,1,0,1,0,,,,,,,,,26.30036529100107,26.460651166002208,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,2,0,2,0,,,,,,,,,26.460651166002208,26.621201000001747,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,3,0,3,0,,,,,,,,,26.621201000001747,26.77968679100013,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,4,0,4,0,,,,,,,,,26.77968679100013,26.93858833300328,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,5,0,5,0,,,,,,,,,26.93858833300328,27.102623000002495,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,6,0,6,0,,,,,,,,,27.102623000002495,27.261016166001355,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,7,0,7,0,,,,,,,,,27.261016166001355,27.42268250000052,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,8,0,8,0,,,,,,,,,27.42268250000052,27.58638545800204,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,9,0,9,0,,,,,,,,,27.58638545800204,27.746069208002154,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,10,0,10,0,,,,,,,,,27.746069208002154,27.90349587500168,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,11,0,11,0,,,,,,,,,27.90349587500168,28.062351083000976,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,12,0,12,0,,,,,,,,,28.062351083000976,28.218854375001683,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,13,0,13,0,,,,,,,,,28.218854375001683,28.378982291000284,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,14,0,14,0,,,,,,,,,28.378982291000284,28.537453625001945,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,15,0,15,0,,,,,,,,,28.537453625001945,28.699216083001374,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,16,0,16,0,,,,,,,,,28.699216083001374,28.877351000002818,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,17,0,17,0,,,,,,,,,28.877351000002818,29.03587120800148,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,18,0,18,0,,,,,,,,,29.03587120800148,29.194336541000666,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,19,0,19,0,,,,,,,,,29.194336541000666,29.354323999999906,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,20,0,20,0,,,,,,,,,29.354323999999906,29.519197790999897,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,21,0,21,0,,,,,,,,,29.519197790999897,29.677684000002046,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,22,0,22,0,,,,,,,,,29.677684000002046,29.835931583002093,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,23,0,23,0,,,,,,,,,29.835931583002093,29.996225875001983,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,24,0,24,0,,,,,,,,,29.996225875001983,30.153960791001737,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,25,0,25,0,,,,,,,,,30.153960791001737,30.312383750002482,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,26,0,26,0,,,,,,,,,30.312383750002482,30.47410758300248,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,27,0,27,0,,,,,,,,,30.47410758300248,30.633997416000057,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,28,0,28,0,,,,,,,,,30.633997416000057,30.7940055830004,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,29,0,29,0,,,,,,,,,30.7940055830004,30.957139541002107,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,30,0,30,0,,,,,,,,,30.957139541002107,31.120464375002484,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,31,0,31,0,,,,,,,,,31.120464375002484,31.294513791002828,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,32,0,32,0,,,,,,,,,31.294513791002828,31.461114458001248,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,33,0,33,0,,,,,,,,,31.461114458001248,31.618976583002222,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,34,0,34,0,,,,,,,,,31.618976583002222,31.77744375000111,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,35,0,35,0,,,,,,,,,31.77744375000111,31.939831499999855,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,36,0,36,0,,,,,,,,,31.939831499999855,32.10263604100328,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,37,0,37,0,,,,,,,,,32.10263604100328,32.262610916000995,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,38,0,38,0,,,,,,,,,32.262610916000995,32.41915966600209,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,39,0,39,0,,,,,,,,,32.41915966600209,32.59410091600148,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,40,0,40,0,,,,,,,,,32.59410091600148,32.75013362500249,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,41,0,41,0,,,,,,,,,32.75013362500249,32.9106439160023,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,42,0,42,0,,,,,,,,,32.9106439160023,33.06998208300138,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,43,0,43,0,,,,,,,,,33.06998208300138,33.23613150000165,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,44,0,44,0,,,,,,,,,33.23613150000165,33.39411487500183,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,45,0,45,0,,,,,,,,,33.39411487500183,33.55544579100024,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,46,0,46,0,,,,,,,,,33.55544579100024,33.71856629100148,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,47,0,47,0,,,,,,,,,33.71856629100148,33.8785736250029,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,48,0,48,0,,,,,,,,,33.8785736250029,34.03904116600097,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,49,0,49,0,,,,,,,,,34.03904116600097,34.20182279100118,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,50,0,50,0,,,,,,,,,34.20182279100118,34.36172295800134,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,51,0,51,0,,,,,,,,,34.36172295800134,34.52159029100221,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,52,0,52,0,,,,,,,,,34.52159029100221,34.686534041000414,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,53,0,53,0,,,,,,,,,34.686534041000414,34.84423279100156,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,54,0,54,0,,,,,,,,,34.84423279100156,35.00686412499999,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,55,0,55,0,,,,,,,,,35.00686412499999,35.17247062500246,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,56,0,56,0,,,,,,,,,35.17247062500246,35.335413583001355,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,57,0,57,0,,,,,,,,,35.335413583001355,35.49735141600104,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,58,0,58,0,,,,,,,,,35.49735141600104,35.664470250001614,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,59,0,59,0,,,,,,,,,35.664470250001614,35.827495625002484,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,60,0,60,0,,,,,,,,,35.827495625002484,35.98708279100174,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,61,0,61,0,,,,,,,,,35.98708279100174,36.14460866600348,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,62,0,62,0,,,,,,,,,36.14460866600348,36.30286145800346,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,63,0,63,0,,,,,,,,,36.30286145800346,36.46872720800093,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,64,0,64,0,,,,,,,,,36.46872720800093,36.627416416002234,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,65,0,65,0,,,,,,,,,36.627416416002234,36.785445208002784,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,66,0,66,0,,,,,,,,,36.785445208002784,36.95206550000148,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,67,0,67,0,,,,,,,,,36.95206550000148,37.12109741600216,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,68,0,68,0,,,,,,,,,37.12109741600216,37.29401812500146,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,69,0,69,0,,,,,,,,,37.29401812500146,37.4513977500028,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,70,0,70,0,,,,,,,,,37.4513977500028,37.61084491600195,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,71,0,71,0,,,,,,,,,37.61084491600195,37.770385833002365,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,72,0,72,0,,,,,,,,,37.770385833002365,37.93636895800228,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,73,0,73,0,,,,,,,,,37.93636895800228,38.093790291000914,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,74,0,74,0,,,,,,,,,38.093790291000914,38.25375308300136,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,75,0,75,0,,,,,,,,,38.25375308300136,38.41878608300249,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,76,0,76,0,,,,,,,,,38.41878608300249,38.58559500000047,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,77,0,77,0,,,,,,,,,38.58559500000047,38.7458808750016,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,78,0,78,0,,,,,,,,,38.7458808750016,38.91109070800303,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,79,0,79,0,,,,,,,,,38.91109070800303,39.06998154100074,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,80,0,80,0,,,,,,,,,39.06998154100074,39.234931791001145,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,81,0,81,0,,,,,,,,,39.234931791001145,39.394721958000446,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,82,0,82,0,,,,,,,,,39.394721958000446,39.553092833000846,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,83,0,83,0,,,,,,,,,39.553092833000846,39.71287941600167,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,84,0,84,0,,,,,,,,,39.71287941600167,39.870280666000326,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,85,0,85,0,,,,,,,,,39.870280666000326,40.029701541003305,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,86,0,86,0,,,,,,,,,40.029701541003305,40.19443504100127,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,87,0,87,0,,,,,,,,,40.19443504100127,40.35330033300124,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,88,0,88,0,,,,,,,,,40.35330033300124,40.52770925000004,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,89,0,89,0,,,,,,,,,40.52770925000004,40.686977916000615,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,90,0,90,0,,,,,,,,,40.686977916000615,40.84442766600114,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,91,0,91,0,,,,,,,,,40.84442766600114,41.01102225000068,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,92,0,92,0,,,,,,,,,41.01102225000068,41.16834429100345,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,93,0,93,0,,,,,,,,,41.16834429100345,41.3347977500016,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,94,0,94,0,,,,,,,,,41.3347977500016,41.49417162500322,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,95,0,95,0,,,,,,,,,41.49417162500322,41.65260554100314,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,96,0,96,0,,,,,,,,,41.65260554100314,41.814064833000884,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,97,0,97,0,,,,,,,,,41.814064833000884,41.9780397909999,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,98,0,98,0,,,,,,,,,41.9780397909999,42.1366057080013,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
,,,,99,0,99,0,,,,,,,,,42.1366057080013,42.296816041001875,844956,001,2023-03-18_09h45.08.784,simple VEP,2022.2.4,None,
