trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,fixation.started,image.stopped,fixation.stopped,image_2.started,fixation_2.started,image_2.stopped,fixation_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,11.122382375000598,11.122382375000598,11.297942375000275,11.297942375000275,11.297942375000275,11.297942375000275,11.481549290998373,11.481549290998373,674253,001,2023-03-18_09h02.15.897,simple VEP,2022.2.4,None,
1,0,1,0,11.481549290998373,11.481549290998373,11.64242591600123,11.64242591600123,11.64242591600123,11.64242591600123,11.805711916000291,11.805711916000291,674253,001,2023-03-18_09h02.15.897,simple VEP,2022.2.4,None,
2,0,2,0,11.805711916000291,11.805711916000291,11.96975675000067,11.96975675000067,11.96975675000067,11.96975675000067,12.148218665999593,12.148218665999593,674253,001,2023-03-18_09h02.15.897,simple VEP,2022.2.4,None,
3,0,3,0,12.148218665999593,12.148218665999593,12.319437499998457,12.319437499998457,12.319437499998457,12.319437499998457,12.489881790999789,12.489881790999789,674253,001,2023-03-18_09h02.15.897,simple VEP,2022.2.4,None,
4,0,4,0,12.489881790999789,12.489881790999789,12.657271874999424,12.657271874999424,12.657271874999424,12.657271874999424,12.820786874999612,12.820786874999612,674253,001,2023-03-18_09h02.15.897,simple VEP,2022.2.4,None,
5,0,5,0,12.820786874999612,12.820786874999612,12.997785291001492,12.997785291001492,12.997785291001492,12.997785291001492,13.169267375000345,13.169267375000345,674253,001,2023-03-18_09h02.15.897,simple VEP,2022.2.4,None,
6,0,6,0,13.169267375000345,13.169267375000345,13.348238708000281,13.348238708000281,13.348238708000281,13.348238708000281,13.508992708000733,13.508992708000733,674253,001,2023-03-18_09h02.15.897,simple VEP,2022.2.4,None,
7,0,7,0,13.508992708000733,13.508992708000733,13.670312207999814,13.670312207999814,13.670312207999814,13.670312207999814,13.831617541000014,13.831617541000014,674253,001,2023-03-18_09h02.15.897,simple VEP,2022.2.4,None,
8,0,8,0,13.831617541000014,13.831617541000014,13.999723125001765,13.999723125001765,13.999723125001765,13.999723125001765,14.16162654100117,14.16162654100117,674253,001,2023-03-18_09h02.15.897,simple VEP,2022.2.4,None,
9,0,9,0,14.16162654100117,14.16162654100117,14.325635832999978,14.325635832999978,14.325635832999978,14.325635832999978,14.496146541001508,14.496146541001508,674253,001,2023-03-18_09h02.15.897,simple VEP,2022.2.4,None,
10,0,10,0,14.496146541001508,14.496146541001508,14.681565499999124,14.681565499999124,14.681565499999124,14.681565499999124,14.843449166000937,14.843449166000937,674253,001,2023-03-18_09h02.15.897,simple VEP,2022.2.4,None,
11,0,11,0,14.843449166000937,14.843449166000937,15.005064707998827,15.005064707998827,15.005064707998827,15.005064707998827,15.181408749998809,15.181408749998809,674253,001,2023-03-18_09h02.15.897,simple VEP,2022.2.4,None,
