face,trigger,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix_rand.started,fix_rand.stopped,Stimulus.started,participant,session,date,expName,psychopyVersion,frameRate,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/65.jpg,1,0,10,10,14,22.904376457998296,23.992297624998173,23.992297624998173,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/68.jpg,1,0,11,11,17,24.23734945799879,25.323489874997904,25.323489874997904,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/83.jpg,1,0,12,12,32,25.570243541998934,26.596803417000046,26.596803417000046,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/25.jpg,2,0,13,13,64,26.836952166999254,27.933143832997303,27.933143832997303,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/17.jpg,2,0,14,14,56,28.120518332998472,29.353187249998882,29.353187249998882,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/23.jpg,2,0,15,15,62,29.553794624996954,30.940349332999176,30.940349332999176,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/2.jpg,2,0,16,16,41,31.144795582997176,32.42254795799818,32.42254795799818,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/39.jpg,2,0,17,17,78,32.62778837499718,33.69653924999875,33.69653924999875,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/33.jpg,2,0,18,18,72,33.904180749999796,34.99710324999978,34.99710324999978,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/62.jpg,1,0,19,19,11,35.20390929199857,36.489598707998084,36.489598707998084,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/88.jpg,1,0,20,20,37,36.728389249998145,37.77575066699865,37.77575066699865,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/8.jpg,2,0,21,21,47,38.020384166997246,39.11523570799909,39.11523570799909,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/6.jpg,2,0,22,22,45,39.30381199999829,40.51436608299991,40.51436608299991,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/57.jpg,1,0,23,23,6,40.71028195799954,41.773076957997546,41.773076957997546,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/53.jpg,1,0,24,24,2,42.012031166999805,43.046445874999336,43.046445874999336,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/86.jpg,1,0,25,25,35,43.287365582997154,44.390753582996695,44.390753582996695,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/60.jpg,1,0,26,26,9,44.63722224999947,45.66538629199931,45.66538629199931,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/7.jpg,2,0,27,27,46,45.91240970799845,47.03958658299962,47.03958658299962,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/69.jpg,1,0,28,28,18,47.226760041998205,48.28362237499823,48.28362237499823,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/24.jpg,2,0,29,29,63,48.520490957998845,49.714206957996794,49.714206957996794,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/28.jpg,2,0,30,30,67,49.90392741699907,51.100884666997445,51.100884666997445,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/27.jpg,2,0,31,31,66,51.304105832998175,52.433385124997585,52.433385124997585,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/31.jpg,2,0,32,32,70,52.644510624999384,53.87257862499973,53.87257862499973,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/58.jpg,1,0,33,33,7,54.07797404199664,55.188843500000075,55.188843500000075,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/18.jpg,2,0,34,34,57,55.428629332996934,56.66198574999726,56.66198574999726,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/63.jpg,1,0,35,35,12,56.84338758299782,57.8822150829983,57.8822150829983,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/13.jpg,2,0,36,36,52,58.1204266249988,59.32283662499685,59.32283662499685,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/67.jpg,1,0,37,37,16,59.511177417,60.652448416996776,60.652448416996776,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/89.jpg,1,0,38,38,38,60.88744004199907,62.02656462499726,62.02656462499726,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/75.jpg,1,0,39,39,24,62.27045283299958,63.33580012499806,63.33580012499806,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/38.jpg,2,0,40,40,77,63.57992833299795,64.8632208329982,64.8632208329982,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/32.jpg,2,0,41,41,71,65.05417962499996,66.10603199999969,66.10603199999969,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/56.jpg,1,0,42,42,5,66.31167049999931,67.48733329199968,67.48733329199968,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/52.jpg,1,0,43,43,1,67.7302274169997,68.77486216699981,68.77486216699981,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/19.jpg,2,0,44,44,58,69.0207067079973,70.1379217499998,70.1379217499998,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/11.jpg,2,0,45,45,50,70.32796854199842,71.39987674999793,71.39987674999793,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/14.jpg,2,0,46,46,53,71.60387099999934,72.78407879199949,72.78407879199949,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/55.jpg,1,0,47,47,4,72.99465116699866,74.08050629199715,74.08050629199715,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/40.jpg,2,0,48,48,79,74.32062474999839,75.56839362499886,75.56839362499886,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/5.jpg,2,0,49,49,44,75.76002637499914,76.82810824999979,76.82810824999979,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/21.jpg,2,0,50,50,60,77.02803183299693,78.10490099999879,78.10490099999879,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/84.jpg,1,0,51,51,33,78.30387058299675,79.52327266700013,79.52327266700013,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/80.jpg,1,0,52,52,29,79.76212612499876,80.78962479199981,80.78962479199981,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/79.jpg,1,0,53,53,28,81.0296219999982,82.26818391699999,82.26818391699999,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/87.jpg,1,0,54,54,36,82.5039595829985,83.67695124999955,83.67695124999955,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/72.jpg,1,0,55,55,21,83.92091462499957,85.01516358299705,85.01516358299705,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/61.jpg,1,0,56,56,10,85.26316604199747,86.40926966699772,86.40926966699772,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/85.jpg,1,0,57,57,34,86.6540510829982,87.82627208299891,87.82627208299891,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/82.jpg,1,0,58,58,31,88.07092649999686,89.16662091699982,89.16662091699982,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/36.jpg,2,0,59,59,75,89.41312537499834,90.61089208299745,90.61089208299745,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/10.jpg,2,0,60,60,49,90.78758208299769,91.9220069169969,91.9220069169969,849038,001,2023-03-18_10h50.50.267,N170,2022.2.4,None,
,,,,,,92.12090920799892,,,,,,,,,
