1.2742 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
6.0111 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
7.3468 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

7.3483 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fde105d3bb0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fddc2503580>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.3489 	EXP 	window1: mouseVisible = True
7.3503 	EXP 	window1: mouseVisible = False
7.3504 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.3504 	EXP 	window1: recordFrameIntervals = False
7.4302 	EXP 	window1: recordFrameIntervals = True
8.2636 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

10.2150 	EXP 	Created fix_rand = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fix_rand', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.2229 	EXP 	Created Stimulus = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Stimulus', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.2351 	EXP 	Imported StimList.xlsx as conditions, 80 conditions, 2 params
10.2376 	EXP 	Created sequence: random, trialTypes=80, nReps=5, seed=None
10.2378 	EXP 	New trial (rep=0, index=0): {'face': '/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/59.jpg', 'trigger': 1}
10.2674 	WARNING 	t of last frame was 2004.09ms (=1/0)
10.2674 	EXP 	fix_rand: height = 0.1
10.2674 	EXP 	fix_rand: height = 0.1
10.2674 	EXP 	fix_rand: height = 0.1
10.2674 	EXP 	fix_rand: text = '+'
10.2674 	EXP 	fix_rand: autoDraw = True
11.4381 	WARNING 	t of last frame was 58.63ms (=1/17)
11.4381 	EXP 	fix_rand: autoDraw = False
11.4381 	EXP 	fix_rand: autoDraw = False
11.4381 	EXP 	Stimulus: image = '/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/59.jpg'
11.4381 	EXP 	Stimulus: autoDraw = True
11.6357 	EXP 	New trial (rep=0, index=1): {'face': '/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/72.jpg', 'trigger': 1}
11.6463 	EXP 	Stimulus: autoDraw = False
11.6463 	EXP 	fix_rand: text = '+'
11.6463 	EXP 	fix_rand: autoDraw = True
12.8364 	WARNING 	t of last frame was 33.24ms (=1/30)
12.8364 	EXP 	fix_rand: autoDraw = False
12.8364 	EXP 	fix_rand: autoDraw = False
12.8364 	EXP 	Stimulus: image = '/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/72.jpg'
12.8364 	EXP 	Stimulus: autoDraw = True
13.0637 	EXP 	New trial (rep=0, index=2): {'face': '/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/51.jpg', 'trigger': 1}
13.0718 	EXP 	Stimulus: autoDraw = False
13.0718 	EXP 	fix_rand: text = '+'
13.0718 	EXP 	fix_rand: autoDraw = True
14.3004 	WARNING 	t of last frame was 30.71ms (=1/32)
14.3004 	EXP 	fix_rand: autoDraw = False
14.3004 	EXP 	fix_rand: autoDraw = False
14.3004 	EXP 	Stimulus: image = '/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/51.jpg'
14.3004 	EXP 	Stimulus: autoDraw = True
14.5301 	EXP 	New trial (rep=0, index=3): {'face': '/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/67.jpg', 'trigger': 1}
14.5373 	EXP 	Stimulus: autoDraw = False
14.5373 	EXP 	fix_rand: text = '+'
