trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,face,trigger,fix_rand.started,fix_rand.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,11.451277874999505,,,,,,,,
