face,trigger,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix_rand.started,fix_rand.stopped,Stimulus.started,participant,session,date,expName,psychopyVersion,frameRate,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/68.jpg,1,0,17,17,17,33.462585958997806,34.65943412499837,34.65943412499837,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/60.jpg,1,0,18,18,9,34.89586524999686,36.0332915839972,36.0332915839972,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/14.jpg,2,0,19,19,53,36.279222541998024,37.38859812499868,37.38859812499868,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/74.jpg,1,0,20,20,23,37.579449249999016,38.702512624997325,38.702512624997325,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/58.jpg,1,0,21,21,7,38.93761729199832,40.075584916998196,40.075584916998196,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/80.jpg,1,0,22,22,29,40.321637416996964,41.38608029199895,41.38608029199895,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/87.jpg,1,0,23,23,36,41.62957474999712,42.82481258400003,42.82481258400003,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/55.jpg,1,0,24,24,4,43.07106500000009,44.211179916997935,44.211179916997935,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/38.jpg,2,0,25,25,77,44.4458481249967,45.6562199589971,45.6562199589971,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/17.jpg,2,0,26,26,56,45.83636666699749,46.96704574999967,46.96704574999967,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/81.jpg,1,0,27,27,30,47.169463833997725,48.298586958997475,48.298586958997475,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/8.jpg,2,0,28,28,47,48.53769837499931,49.66966333399978,49.66966333399978,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/34.jpg,2,0,29,29,73,49.86262112499753,51.04473349999898,51.04473349999898,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/32.jpg,2,0,30,30,71,51.24641266699837,52.375753333999455,52.375753333999455,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/57.jpg,1,0,31,31,6,52.57910104199982,53.67987241699666,53.67987241699666,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/37.jpg,2,0,32,32,76,53.9216144589991,55.0920644589969,55.0920644589969,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/39.jpg,2,0,33,33,78,55.286203833999025,56.372078749998764,56.372078749998764,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/28.jpg,2,0,34,34,67,56.57988258399928,57.71107962499809,57.71107962499809,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/61.jpg,1,0,35,35,10,57.9190924589966,59.091802666996955,59.091802666996955,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/88.jpg,1,0,36,36,37,59.32968620899919,60.467785708999145,60.467785708999145,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/20.jpg,2,0,37,37,59,60.712883374999365,61.82407379199867,61.82407379199867,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/23.jpg,2,0,38,38,62,62.019860791999236,63.15660212500006,63.15660212500006,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/11.jpg,2,0,39,39,50,63.36256512499676,65.02724741699785,65.02724741699785,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/86.jpg,1,0,40,40,35,65.21964783399744,66.3107999169988,66.3107999169988,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/24.jpg,2,0,41,41,63,66.5292832089981,67.62849079199805,67.62849079199805,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/7.jpg,2,0,42,42,46,67.81879283399758,68.97786362499755,68.97786362499755,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/19.jpg,2,0,43,43,58,69.17943254199781,70.26276287499786,70.26276287499786,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/52.jpg,1,0,44,44,1,70.47024512499775,71.55892079199839,71.55892079199839,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/3.jpg,2,0,45,45,42,71.7959091249977,72.95900004199939,72.95900004199939,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/76.jpg,1,0,46,46,25,73.15314862499872,74.21459437500016,74.21459437500016,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/13.jpg,2,0,47,47,52,74.44614454199836,75.52317062499787,75.52317062499787,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/31.jpg,2,0,48,48,70,75.71270816699689,76.8758457499971,76.8758457499971,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/5.jpg,2,0,49,49,44,77.0794444589992,78.2425168339978,78.2425168339978,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/66.jpg,1,0,50,50,15,78.45270983399678,79.54030829199837,79.54030829199837,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/89.jpg,1,0,51,51,38,79.7794909999975,80.93579741699796,80.93579741699796,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/21.jpg,2,0,52,52,60,81.17914416699932,82.43196691699995,82.43196691699995,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/65.jpg,1,0,53,53,14,82.61275204199774,83.64784483399853,83.64784483399853,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/6.jpg,2,0,54,54,45,83.88818483399882,85.02430416700008,85.02430416700008,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/84.jpg,1,0,55,55,33,85.2198739589985,86.37574533399675,86.37574533399675,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/10.jpg,2,0,56,56,49,86.6125144999969,87.77826345899666,87.77826345899666,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/83.jpg,1,0,57,57,32,87.96969370899751,89.01667154199822,89.01667154199822,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/69.jpg,1,0,58,58,18,89.25535816699994,90.35739483399811,90.35739483399811,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/73.jpg,1,0,59,59,22,90.60425079199922,91.71699016699858,91.71699016699858,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/36.jpg,2,0,60,60,75,91.96250420899742,93.16897229199822,93.16897229199822,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/77.jpg,1,0,61,61,26,93.36278829199728,94.44265070899928,94.44265070899928,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/27.jpg,2,0,62,62,66,94.67923004199838,95.91518524999992,95.91518524999992,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/62.jpg,1,0,63,63,11,96.10307920899868,97.24343079199753,97.24343079199753,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/90.jpg,1,0,64,64,39,97.47945683399666,98.55779849999817,98.55779849999817,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/79.jpg,1,0,65,65,28,98.80493554199711,99.97426979199736,99.97426979199736,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/78.jpg,1,0,66,66,27,100.22070829199947,101.42270408399781,101.42270408399781,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/75.jpg,1,0,67,67,24,101.67091483399781,102.73962349999783,102.73962349999783,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/15.jpg,2,0,68,68,54,102.98809141699894,104.13864291699792,104.13864291699792,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/26.jpg,2,0,69,69,65,104.32964583399735,105.43667541699688,105.43667541699688,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/4.jpg,2,0,70,70,43,105.63660041699768,106.77743591699982,106.77743591699982,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/82.jpg,1,0,71,71,31,106.97939454199877,108.07996345899664,108.07996345899664,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/71.jpg,1,0,72,72,20,108.32074958399971,109.38494575000004,109.38494575000004,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/22.jpg,2,0,73,73,61,109.6294773749978,110.7592868339998,110.7592868339998,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/53.jpg,1,0,74,74,2,110.95277237499977,112.13122933399791,112.13122933399791,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/9.jpg,2,0,75,75,48,112.371322666997,113.5265838339983,113.5265838339983,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/70.jpg,1,0,76,76,19,113.71924724999917,114.99860058400009,114.99860058400009,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/64.jpg,1,0,77,77,13,115.23867933399742,116.36719587499829,116.36719587499829,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/56.jpg,1,0,78,78,5,116.6130024999984,117.67344670899911,117.67344670899911,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/33.jpg,2,0,79,79,72,117.91257433399733,119.02760941699671,119.02760941699671,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/83.jpg,1,1,0,80,32,119.21903149999707,120.41226187499706,120.41226187499706,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/85.jpg,1,1,1,81,34,120.64587587499773,121.86084316699998,121.86084316699998,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/7.jpg,2,1,2,82,46,122.10510258399881,123.2313671669981,123.2313671669981,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/55.jpg,1,1,3,83,4,123.4196846249979,124.5759006249973,124.5759006249973,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/4.jpg,2,1,4,84,43,124.81306637499802,126.05115587499677,126.05115587499677,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/10.jpg,2,1,5,85,49,126.23552683399976,127.36792654199962,127.36792654199962,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/81.jpg,1,1,6,86,30,127.5703319589993,128.65660316699723,128.65660316699723,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/63.jpg,1,1,7,87,12,128.89581912499852,130.03477412499706,130.03477412499706,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/74.jpg,1,1,8,88,23,130.2795619589997,131.43402420899656,131.43402420899656,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/17.jpg,2,1,9,89,56,131.6791587919979,132.86272683399875,132.86272683399875,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/22.jpg,2,1,10,90,61,133.05239487499784,134.26445499999681,134.26445499999681,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/62.jpg,1,1,11,91,11,134.46276149999903,135.49948670899903,135.49948670899903,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/40.jpg,2,1,12,92,79,135.72126537499935,136.8923201669968,136.8923201669968,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/79.jpg,1,1,13,93,28,137.08630591699693,138.13010099999883,138.13010099999883,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/20.jpg,2,1,14,94,59,138.37118224999722,139.48026349999782,139.48026349999782,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/32.jpg,2,1,15,95,71,139.6702211669981,140.74122929199802,140.74122929199802,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/39.jpg,2,1,16,96,78,140.94628891699904,142.01897599999938,142.01897599999938,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/51.jpg,1,1,17,97,0,142.22944124999776,143.4331134999993,143.4331134999993,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/6.jpg,2,1,18,98,45,143.67145037499722,144.77522508399852,144.77522508399852,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/57.jpg,1,1,19,99,6,144.9690820839969,146.15894366700013,146.15894366700013,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/5.jpg,2,1,20,100,44,146.3958981249998,147.65170091699838,147.65170091699838,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/80.jpg,1,1,21,101,29,147.84604337499695,149.0146354999997,149.0146354999997,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/37.jpg,2,1,22,102,76,149.25501433399768,150.41092179199768,150.41092179199768,733101,001,2023-03-18_10h40.51.298,N170,2022.2.4,None,
,,,,,,150.60301037499812,,,,,,,,,
