face,trigger,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix_rand.started,fix_rand.stopped,Stimulus.started,participant,session,date,expName,psychopyVersion,frameRate,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/38.jpg,2,0,0,0,77,10.587084875001892,11.824439625001105,11.824439625001105,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/26.jpg,2,0,1,1,65,11.962015458000678,13.120248082999751,13.120248082999751,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/56.jpg,1,0,2,2,5,13.328044541998679,14.42686841700197,14.42686841700197,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/90.jpg,1,0,3,3,39,14.654072375000396,15.758853457999066,15.758853457999066,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/81.jpg,1,0,4,4,30,16.003349292001076,17.08218154199858,17.08218154199858,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/89.jpg,1,0,5,5,38,17.32823520799866,18.561114374999306,18.561114374999306,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/22.jpg,2,0,6,6,61,18.794907625000633,19.935333000001265,19.935333000001265,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/40.jpg,2,0,7,7,79,20.118105707999348,21.4389989170013,21.4389989170013,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/55.jpg,1,0,8,8,4,21.635633541998686,22.711988750001183,22.711988750001183,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/84.jpg,1,0,9,9,33,22.952709583001706,24.054717833001632,24.054717833001632,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/37.jpg,2,0,10,10,76,24.286647917000664,25.468092167000577,25.468092167000577,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/3.jpg,2,0,11,11,42,25.62839220800015,26.835001292001834,26.835001292001834,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/86.jpg,1,0,12,12,35,27.028732208000292,28.24173708300077,28.24173708300077,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/28.jpg,2,0,13,13,67,28.461516750001465,29.583498749998398,29.583498749998398,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/62.jpg,1,0,14,14,11,29.778521500000352,30.912116832998436,30.912116832998436,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/71.jpg,1,0,15,15,20,31.144981958001154,32.19876808299887,32.19876808299887,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/74.jpg,1,0,16,16,23,32.43782916700002,33.5052234169998,33.5052234169998,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/33.jpg,2,0,17,17,72,33.75428275000013,34.97613099999944,34.97613099999944,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/64.jpg,1,0,18,18,13,35.16865379199953,36.2321242500002,36.2321242500002,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/35.jpg,2,0,19,19,74,36.4697777500005,37.63960529199903,37.63960529199903,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/8.jpg,2,0,20,20,47,37.83471091699903,38.989800708000985,38.989800708000985,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/88.jpg,1,0,21,21,37,39.19528183299917,40.33193333300005,40.33193333300005,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/5.jpg,2,0,22,22,44,40.57083829200201,41.67791641700023,41.67791641700023,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/2.jpg,2,0,23,23,41,41.86905029199988,43.14293833299962,43.14293833299962,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/75.jpg,1,0,24,24,24,43.34523358300066,44.507595582999784,44.507595582999784,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/59.jpg,1,0,25,25,8,44.745194333001564,45.76542150000023,45.76542150000023,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/52.jpg,1,0,26,26,1,46.01163308299874,47.25690287500038,47.25690287500038,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/65.jpg,1,0,27,27,14,47.50361691700164,48.63901791700118,48.63901791700118,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/32.jpg,2,0,28,28,71,48.88678712500041,50.00873258299907,50.00873258299907,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/77.jpg,1,0,29,29,26,50.202371125000354,51.36592024999845,51.36592024999845,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
