face,trigger,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix_rand.started,fix_rand.stopped,Stimulus.started,participant,session,date,expName,psychopyVersion,frameRate,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/68.jpg,1,0,30,30,17,51.60347045800154,52.77521554199848,52.77521554199848,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/66.jpg,1,0,31,31,15,53.02070079199984,54.148841833000915,54.148841833000915,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/82.jpg,1,0,32,32,31,54.395482250001805,55.47175866700127,55.47175866700127,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/69.jpg,1,0,33,33,18,55.72063008300029,56.888368957999774,56.888368957999774,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/1.jpg,2,0,34,34,40,57.13687774999926,58.22601487499924,58.22601487499924,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/23.jpg,2,0,35,35,62,58.41784254199956,59.62906700000167,59.62906700000167,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/63.jpg,1,0,36,36,12,59.83608599999934,61.00519274999897,61.00519274999897,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/27.jpg,2,0,37,37,66,61.245124958000815,62.3588642499999,62.3588642499999,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/57.jpg,1,0,38,38,6,62.55135558300026,63.76261933299975,63.76261933299975,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/31.jpg,2,0,39,39,70,64.00456887499968,65.12141987499854,65.12141987499854,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/78.jpg,1,0,40,40,27,65.31201033300022,66.42630695800108,66.42630695800108,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/53.jpg,1,0,41,41,2,66.66178125000079,67.79940566699952,67.79940566699952,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/4.jpg,2,0,42,42,43,68.04520699999921,69.19108979199882,69.19108979199882,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/36.jpg,2,0,43,43,75,69.38511866699992,70.57940016700013,70.57940016700013,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/73.jpg,1,0,44,44,22,70.78601716699995,72.0467104169984,72.0467104169984,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/10.jpg,2,0,45,45,49,72.286812792001,73.45742420800161,73.45742420800161,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/51.jpg,1,0,46,46,0,73.6545367079998,74.76320108299842,74.76320108299842,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/61.jpg,1,0,47,47,10,75.003719291999,76.16588733300159,76.16588733300159,244687,001,2023-03-18_10h45.35.493,N170,2022.2.4,None,
,,,,,,76.41212062500199,,,,,,,,,
