face,trigger,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix_rand.started,fix_rand.stopped,Stimulus.started,participant,session,date,expName,psychopyVersion,frameRate,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/75.jpg,1,0,63,63,24,95.60831675000009,96.72204270799921,96.72204270799921,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/9.jpg,2,0,64,64,48,96.95802062499934,98.09058233299947,98.09058233299947,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/23.jpg,2,0,65,65,62,98.28076520799732,99.5434203329969,99.5434203329969,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/66.jpg,1,0,66,66,15,99.7415201249969,100.84803445799844,100.84803445799844,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/77.jpg,1,0,67,67,26,101.08336512499955,102.16428783299853,102.16428783299853,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/73.jpg,1,0,68,68,22,102.40768416599894,103.55397670799721,103.55397670799721,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/88.jpg,1,0,69,69,37,103.79934616599712,104.90400141599821,104.90400141599821,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/14.jpg,2,0,70,70,53,105.14148095799828,106.38966749999963,106.38966749999963,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/82.jpg,1,0,71,71,31,106.58116916599829,107.62812641599885,107.62812641599885,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/2.jpg,2,0,72,72,41,107.86627683299957,109.00597441599894,109.00597441599894,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/71.jpg,1,0,73,73,20,109.19780804099719,110.31892999999764,110.31892999999764,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/38.jpg,2,0,74,74,77,110.55803608299902,111.67366574999687,111.67366574999687,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/27.jpg,2,0,75,75,66,111.86455262500021,113.08792804099721,113.08792804099721,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/56.jpg,1,0,76,76,5,113.29162212499796,114.42273966599896,114.42273966599896,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/61.jpg,1,0,77,77,10,114.65824083299958,115.77047120799762,115.77047120799762,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/40.jpg,2,0,78,78,79,116.01644270799807,117.16626570799781,117.16626570799781,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/19.jpg,2,0,79,79,58,117.35826766599712,118.41150645800008,118.41150645800008,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/38.jpg,2,1,0,80,77,118.6149232079988,119.94282358299824,119.94282358299824,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/23.jpg,2,1,1,81,62,120.14833737499794,121.32558991599944,121.32558991599944,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/61.jpg,1,1,2,82,10,121.53146504100005,122.69078504099889,122.69078504099889,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/34.jpg,2,1,3,83,73,122.92462608299684,124.10234766599751,124.10234766599751,553372,001,2023-03-18_10h58.39.216,N170,2022.2.4,None,
,,,,,,124.29173024999909,,,,,,,,,
