face,trigger,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix_rand.started,fix_rand.stopped,Stimulus.started,participant,session,date,expName,psychopyVersion,frameRate,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/50.jpg,1,0,15,15,9,29.39982554099697,30.543798833001347,30.543798833001347,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/58.jpg,1,0,16,16,17,30.782906082997215,32.055138625000836,32.055138625000836,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/69.jpg,1,0,17,17,28,32.2995675830025,33.42211783299717,33.42211783299717,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/51.jpg,1,0,18,18,10,33.66639687499992,34.760516791000555,34.760516791000555,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/29.jpg,2,0,19,19,68,34.999662291003915,36.10405795800034,36.10405795800034,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/18.jpg,2,0,20,20,57,36.28274104100274,37.4166254160009,37.4166254160009,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/35.jpg,2,0,21,21,74,37.6165112910021,38.74216070800321,38.74216070800321,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/75.jpg,1,0,22,22,34,38.949793457999476,40.1980459999977,40.1980459999977,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/3.jpg,2,0,23,23,42,40.432986457999505,41.61398329099757,41.61398329099757,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/70.jpg,1,0,24,24,29,41.80526391600142,42.896094583004015,42.896094583004015,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/57.jpg,1,0,25,25,16,43.132995915999345,44.22200020799937,44.22200020799937,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/65.jpg,1,0,26,26,24,44.46641062499839,45.60946916600369,45.60946916600369,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/73.jpg,1,0,27,27,32,45.849870500002,46.904481874997145,46.904481874997145,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/4.jpg,2,0,28,28,43,47.14971195800172,48.348541625004145,48.348541625004145,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/30.jpg,2,0,29,29,69,48.53841891600314,49.766519290998986,49.766519290998986,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/6.jpg,2,0,30,30,45,49.97243445800268,51.194974750003894,51.194974750003894,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/46.jpg,1,0,31,31,5,51.40548933300306,52.67371799999819,52.67371799999819,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/41.jpg,1,0,32,32,0,52.90713237500313,54.05794199999946,54.05794199999946,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/71.jpg,1,0,33,33,30,54.29966962499748,55.34331370799919,55.34331370799919,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/10.jpg,2,0,34,34,49,55.58300162500382,56.81791987500037,56.81791987500037,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/66.jpg,1,0,35,35,25,57.0052425410031,58.143744416003756,58.143744416003756,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/43.jpg,1,0,36,36,2,58.38266737500089,59.538921457999095,59.538921457999095,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/76.jpg,1,0,37,37,35,59.78339920799772,60.99858608299837,60.99858608299837,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/77.jpg,1,0,38,38,36,61.23264175000077,62.430227750002814,62.430227750002814,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/42.jpg,1,0,39,39,1,62.66589112499787,63.780266415997175,63.780266415997175,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/2.jpg,2,0,40,40,41,64.02360983299877,65.28924291599833,65.28924291599833,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/22.jpg,2,0,41,41,61,65.47202895800001,66.60201945799781,66.60201945799781,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/24.jpg,2,0,42,42,63,66.79993791600282,67.96037833300215,67.96037833300215,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/52.jpg,1,0,43,43,11,68.16671316599968,69.26859879100084,69.26859879100084,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/40.jpg,2,0,44,44,79,69.49979508300021,70.67837566600065,70.67837566600065,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/38.jpg,2,0,45,45,77,70.86661633299809,71.96421120800369,71.96421120800369,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/74.jpg,1,0,46,46,33,72.17273816600209,73.306255083,73.306255083,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/45.jpg,1,0,47,47,4,73.54036429100233,74.60583166599827,74.60583166599827,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/56.jpg,1,0,48,48,15,74.84994812500372,75.95701250000275,75.95701250000275,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/54.jpg,1,0,49,49,13,76.20018387500022,77.3595457909978,77.3595457909978,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/32.jpg,2,0,50,50,71,77.60020691600221,78.72508504099824,78.72508504099824,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/27.jpg,2,0,51,51,66,78.90001416599989,80.15491587499855,80.15491587499855,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/33.jpg,2,0,52,52,72,80.35008658299921,81.51697137500014,81.51697137500014,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/5.jpg,2,0,53,53,44,81.71673337500397,82.83061566600372,82.83061566600372,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/78.jpg,1,0,54,54,37,83.03914191600052,84.18641687500349,84.18641687500349,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/53.jpg,1,0,55,55,12,84.41662816600001,85.54169291599828,85.54169291599828,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/63.jpg,1,0,56,56,22,85.78240000000369,86.87922829099989,86.87922829099989,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/23.jpg,2,0,57,57,62,87.12350220799999,88.24744250000367,88.24744250000367,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/14.jpg,2,0,58,58,53,88.43902895799692,89.584435165998,89.584435165998,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/11.jpg,2,0,59,59,50,89.78910470799747,90.89210308300244,90.89210308300244,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/47.jpg,1,0,60,60,6,91.10008341600042,92.25344954100001,92.25344954100001,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/37.jpg,2,0,61,61,76,92.48338633299863,93.62311766600033,93.62311766600033,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/61.jpg,1,0,62,62,20,93.81682004100003,94.94713104100083,94.94713104100083,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/60.jpg,1,0,63,63,19,95.18335995799862,96.37180841599911,96.37180841599911,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/15.jpg,2,0,64,64,54,96.61678662500344,97.77072679100093,97.77072679100093,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/31.jpg,2,0,65,65,70,97.95574445799866,99.03351733300224,99.03351733300224,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/25.jpg,2,0,66,66,64,99.23943658300414,100.4062666250029,100.4062666250029,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/28.jpg,2,0,67,67,67,100.61690325000382,101.75919525000063,101.75919525000063,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/13.jpg,2,0,68,68,52,101.96677591600019,103.14649437500339,103.14649437500339,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/19.jpg,2,0,69,69,58,103.35622487500223,104.61000287500065,104.61000287500065,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/68.jpg,1,0,70,70,27,104.81693795799947,105.96878466600174,105.96878466600174,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/59.jpg,1,0,71,71,18,106.19955820799805,107.27290970800095,107.27290970800095,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/44.jpg,1,0,72,72,3,107.51705866600241,108.68798349999997,108.68798349999997,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/80.jpg,1,0,73,73,39,108.93342554099945,109.9980991659977,109.9980991659977,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/36.jpg,2,0,74,74,75,110.23340229099995,111.3495302079973,111.3495302079973,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/49.jpg,1,0,75,75,8,111.53358758299873,112.6457026249991,112.6457026249991,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/72.jpg,1,0,76,76,31,112.88352175000182,114.06245774999843,114.06245774999843,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/20.jpg,2,0,77,77,59,114.29934550000326,115.45841633300006,115.45841633300006,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/62.jpg,1,0,78,78,21,115.65023725000356,116.81694654100284,116.81694654100284,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/34.jpg,2,0,79,79,73,117.05009133300337,118.27082787499967,118.27082787499967,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/73.jpg,1,1,0,80,32,118.45557700000063,119.5712264160029,119.5712264160029,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/45.jpg,1,1,1,81,4,119.8002212499996,120.92848195799888,120.92848195799888,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/68.jpg,1,1,2,82,27,121.17338991600263,122.2290496659989,122.2290496659989,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/53.jpg,1,1,3,83,12,122.46692266599712,123.57357012500142,123.57357012500142,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/11.jpg,2,1,4,84,50,123.81700595800066,125.06950358299946,125.06950358299946,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/59.jpg,1,1,5,85,18,125.25027058299747,126.3859681660033,126.3859681660033,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/18.jpg,2,1,6,86,57,126.61706616599986,127.7954056660019,127.7954056660019,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/3.jpg,2,1,7,87,42,127.98370195800089,129.0860476250018,129.0860476250018,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/15.jpg,2,1,8,88,54,129.28983279100066,130.41461991600227,130.41461991600227,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/shoes/mens/70.jpg,1,1,9,89,29,130.62272395800392,131.69611145799718,131.69611145799718,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/8.jpg,2,1,10,90,47,131.93287666600372,133.13835145800113,133.13835145800113,008699,001,2023-03-19_08h00.08.165,N170,2022.2.4,None,
,,,,,,133.32253616600065,,,,,,,,,
