face,trigger,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix_rand.started,fix_rand.stopped,Stimulus.started,participant,session,date,expName,psychopyVersion,frameRate,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/12.jpg,2,0,0,0,51,9.055717874998663,10.330728957997053,10.330728957997053,517872,001,2023-03-18_10h38.51.683,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/6.jpg,2,0,1,1,45,10.457721165999828,11.674100374999398,11.674100374999398,517872,001,2023-03-18_10h38.51.683,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/35.jpg,2,0,2,2,74,11.858507499997359,13.086087374998897,13.086087374998897,517872,001,2023-03-18_10h38.51.683,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/67.jpg,1,0,3,3,16,13.28605370799778,14.413222332997975,14.413222332997975,517872,001,2023-03-18_10h38.51.683,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/19.jpg,2,0,4,4,58,14.644014707999304,15.816887165998196,15.816887165998196,517872,001,2023-03-18_10h38.51.683,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/White Men/9.jpg,2,0,5,5,48,16.010023290997196,17.105097249997925,17.105097249997925,517872,001,2023-03-18_10h38.51.683,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/63.jpg,1,0,6,6,12,17.309948915997666,18.388073415997496,18.388073415997496,517872,001,2023-03-18_10h38.51.683,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/61.jpg,1,0,7,7,10,18.628345749999426,19.73645920799754,19.73645920799754,517872,001,2023-03-18_10h38.51.683,N170,2022.2.4,None,
/Users/jantzek/Documents/Easy_BCI/PsychoPy Examples/N170/Stim/cars/51.jpg,1,0,8,8,0,19.9784989999971,21.113973832998454,21.113973832998454,517872,001,2023-03-18_10h38.51.683,N170,2022.2.4,None,
,,,,,,21.36087608299931,,,,,,,,,
